Gen_Index,commitinit,upinit,downinit
Monument D 4,0,0,220
Sidney D 3,0,0,220
Sidney D 2,0,0,220
Sidney D 4,0,0,220
Sidney D 1,0,0,220
Sidney D 5,0,0,220
Yankee GT 4,0,0,220
Yankee GT 7,0,0,220
Yankee GT 5,0,0,220
Yankee GT 2,0,0,220
Yankee GT 1,0,0,220
Yankee GT 6,0,0,220
Yankee GT 3,0,0,220
Niles CT A,0,0,24
Burger B2,0,0,220
Burger B1,0,0,220
Burger A,0,0,220
Sammis B2,0,0,220
Sammis B3,0,0,220
Sammis 3,1,120,0
Sammis 6,1,120,0
Sammis 2,1,39,0
Sammis 1,1,120,0
Sammis A,0,0,220
Sammis 5,1,120,0
Sammis B1,0,0,220
Sammis 4,1,120,0
Sammis B4,0,0,220
Sammis 7,1,120,0
West Lorain 2,0,0,48
West Lorain A (Beaver),0,0,24
West Lorain 4,0,0,220
West Lorain B (Beaver),0,0,220
West Lorain 5,0,0,220
West Lorain 3,0,0,48
West Lorain 6,0,0,48
Muskigum Rv 1,0,0,220
Muskigum Rv 2,0,0,220
Muskigum Rv 4,0,0,220
Muskigum Rv 5,1,120,0
Muskigum Rv 3,0,0,48
Kyger Creek 5,1,65,0
Kyger Creek 1,1,120,0
Kyger Creek 3,1,24,0
Kyger Creek 2,1,120,0
Kyger Creek 4,1,120,0
Bay Shore 1,0,0,96
Bay Shore CT,0,0,220
Richland 6,0,0,220
Richland 2,0,0,220
Richland 5,0,0,220
Richland 4,0,0,220
Richland 3,0,0,220
Richland 1,0,0,220
Stryker 1,0,0,220
Brunot Island 1A,0,0,220
Brunot Island 1B,0,0,220
Brunot Island 1C,0,0,220
Brunot Island 2B,0,0,220
Brunot Island 4,0,0,220
Brunot Island 2A,0,0,220
Brunot Island 3,0,0,220
Elrama 4,0,0,220
Elrama 1,0,0,220
Elrama 3,0,0,220
Elrama 2,0,0,220
Hamilton 1,0,0,48
Hunterstown 3,0,0,220
Hunterstown 2,0,0,220
Hunterstown 1,0,0,220
Mountain 2,0,0,220
Mountain 1,0,0,220
Orrtanna 1,0,0,220
Portland 4,0,0,24
Portland 1,0,0,220
Portland 2,0,0,220
Portland 3,0,0,220
Portland 5,0,0,24
Shawnee 1,0,0,220
Titus 5,0,0,220
Titus 4,0,0,220
Tolna 2,0,0,48
Tolna 1,0,0,48
York Haven Hydro,1,79,0
Conemaugh Diesel B,0,0,220
Conemaugh Diesel D,0,0,220
Conemaugh Diesel A,0,0,220
Conemaugh 2,1,120,0
Conemaugh Diesel C,0,0,220
Conemaugh 1,1,120,0
Blossburg CT,0,0,24
Homer City 3,1,120,0
Homer City 2,1,120,0
Homer City 1,1,120,0
Piney 2,1,120,0
Piney 1,1,120,0
Piney 3,1,120,0
Seward 1,1,120,0
Shawville 3,1,65,0
Shawville 7,0,0,220
Shawville 5,0,0,220
Shawville 1,1,37,0
Shawville 6,0,0,220
Shawville 4,0,0,48
Shawville 2,1,120,0
Warren CT,0,0,24
Keystone 2,1,120,0
Keystone Diesel 6,0,0,220
Keystone 1,1,120,0
Keystone Diesel 5,0,0,220
Keystone Diesel 3,0,0,220
Keystone Diesel 4,0,0,220
New Castle 5,0,0,24
New Castle 4,1,24,0
New Castle 3,1,120,0
New Castle EMD B,0,0,220
New Castle EMD A,0,0,220
Allentown 4,0,0,220
Allentown 2,0,0,220
Allentown 1,0,0,220
Allentown 3,0,0,220
Brunner Island Diesel 1,0,0,220
Brunner Island Diesel 3,0,0,220
Brunner Island 2,1,120,0
Brunner Island 3,1,120,0
Brunner Island Diesel 2,0,0,220
Brunner Island 1,1,120,0
Fishbach 2,0,0,220
Fishbach 1,0,0,220
Harrisburg 1,0,0,220
Harrisburg 4,0,0,72
Harrisburg 3,0,0,220
Harrisburg 2,0,0,220
Harwood 1,0,0,220
Harwood 2,0,0,220
Holtwood 01,1,34,0
Holtwood 03,1,120,0
Holtwood 13,1,120,0
Holtwood 02,1,120,0
Holtwood 05,1,120,0
Holtwood 11,1,120,0
Holtwood 04,1,120,0
Holtwood 08,1,120,0
Holtwood 09,1,120,0
Holtwood 06,1,120,0
Holtwood 10,1,120,0
Holtwood 07,1,120,0
Jenkins(Georgetown) 2,0,0,220
Jenkins(Georgetown) 1,0,0,220
Lockhaven 1,0,0,220
Martins Creek CTG 3,0,0,220
Martins Creek CTG 4,0,0,220
Martins Creek 4,1,54,0
Martins Creek CTG 2,0,0,220
Martins Creek CTG 1,0,0,220
Martins Creek 3,1,24,0
Montour 2,1,120,0
Montour 1,0,0,48
Montour ATG,0,0,220
Sunbury CTG 2,0,0,220
Sunbury Diesel 1,0,0,24
Sunbury Diesel 2,0,0,220
Sunbury 1,0,0,220
Sunbury CTG 1,0,0,220
Sunbury 2,0,0,220
Sunbury 4,0,0,220
Sunbury 3,0,0,220
Wallenpaupack 2,1,120,0
Wallenpaupack 1,1,120,0
West Shore 1,0,0,220
West Shore 2,0,0,220
Williamsport 1,0,0,220
Williamsport 2,0,0,220
Chester 9,0,0,220
Chester 8,0,0,220
Chester 7,0,0,220
Delaware 12,0,0,220
Delaware 11,0,0,220
Delaware 09,0,0,220
Delaware 10,0,0,220
Eddystone 10,0,0,220
Eddystone 30,0,0,220
Eddystone 20,0,0,220
Eddystone 04,0,0,220
Eddystone 40,0,0,220
Eddystone 03,0,0,220
Falls 2,0,0,220
Falls 1,0,0,220
Falls 3,0,0,220
Moser 2,0,0,220
Moser 3,0,0,220
Moser 1,0,0,220
Muddy Run 2,0,0,220
Muddy Run 3,0,0,2
Muddy Run 1,0,0,2
Muddy Run 4,0,0,220
Muddy Run 5,0,0,25
Muddy Run 7,0,0,48
Muddy Run 8,0,0,72
Muddy Run 6,0,0,96
Peach Bottom 3,1,120,0
Peach Bottom 2,1,120,0
Richmond 91,0,0,24
Richmond 92,0,0,24
Schuylkill 10,0,0,220
Schuylkill 11,0,0,220
Southwark 6,0,0,220
Southwark 3,0,0,220
Southwark 4,0,0,220
Southwark 5,0,0,220
Safe Harbor 08,1,120,0
Safe Harbor 05,1,120,0
Safe Harbor 10,1,120,0
Safe Harbor 09,1,120,0
Safe Harbor 07,1,120,0
Safe Harbor 01,1,120,0
Safe Harbor 11,1,34,0
Safe Harbor 06,1,120,0
Safe Harbor 12,1,34,0
Safe Harbor 04,1,120,0
Safe Harbor 02,1,120,0
Safe Harbor 03,1,120,0
Hunlock 3,1,48,0
Hunlock 5,1,55,0
Hunlock 6,1,55,0
Cordell Hull 3,1,120,0
Cordell Hull 1,1,120,0
Cordell Hull 2,1,120,0
Dale Hollow 3,1,120,0
Dale Hollow 2,1,120,0
Dale Hollow 1,1,120,0
Old Hickory 1,1,120,0
Old Hickory 2,1,120,0
Old Hickory 3,1,120,0
Old Hickory 4,0,0,220
J Percy Priest,1,120,0
Buck 1,0,0,220
Buck 3,1,32,0
Buck 2,1,31,0
Byllesby 1,0,0,220
Byllesby 3,0,0,220
Byllesby 2,0,0,220
Byllesby 4,0,0,220
Claytor 2,0,0,220
Claytor 3,1,57,0
Claytor 4,1,57,0
Claytor 1,1,120,0
Clinch River 2,0,0,48
Clinch River 1,0,0,220
Clinch River 3,0,0,48
Glen Lyn 5,0,0,220
Glen Lyn 6,1,58,0
Leesville 2,1,120,0
Leesville 1,0,0,17
Niagara 1,1,14,0
Niagara 2,0,0,220
Reusens 5,0,0,220
Reusens 2,0,0,220
Reusens 3,0,0,220
Reusens 4,0,0,220
Reusens 1,0,0,220
Smith Mtn 3,0,0,22
Smith Mtn 5,0,0,3
Smith Mtn 1,0,0,3
Smith Mtn 4,0,0,220
Smith Mtn 2,0,0,13
Bayview 16,0,0,24
Tasley 10,0,0,220
Bremo 3,0,0,220
Bremo 4,0,0,220
Chesterfield 6,1,120,0
Chesterfield 4,1,120,0
Chesterfield 3,1,51,0
Chesterfield 5,1,9,0
Chesterfield 7,0,0,24
Chesterfield 8,1,64,0
Cushaw 1,1,120,0
Low Moor GT 1,0,0,220
Low Moor GT 2,0,0,220
Low Moor GT 4,0,0,220
Low Moor GT 3,0,0,220
Northern Neck GT 2,0,0,220
Northern Neck GT 3,0,0,220
Northern Neck GT 1,0,0,220
Northern Neck GT 4,0,0,220
Chesapeake GT4,0,0,220
Chesapeake GT1,0,0,220
Chesapeake 1,1,120,0
Chesapeake 2,1,72,0
Chesapeake GT6,0,0,220
Chesapeake 4,1,50,0
Chesapeake 3,1,120,0
Chesapeake GT2,0,0,220
Possum Point GT 2,0,0,24
Possum Point GT 4,0,0,24
Possum Point GT 1,0,0,24
Possum Point 5,0,0,24
Possum Point GT 3,0,0,24
Possum Point 4,0,0,220
Possum Point 3,0,0,220
Possum Point GT 6,0,0,24
Possum Point GT 5,0,0,24
Possum Point 6,1,120,0
Surry 2,1,120,0
Surry 1,1,120,0
Yorktown 1,1,120,0
Yorktown 2,1,120,0
Yorktown 3,1,65,0
Kerr Dam 2,1,120,0
Kerr Dam 5,1,120,0
Kerr Dam 4,1,120,0
Kerr Dam 3,1,120,0
Kerr Dam 6,1,120,0
Kerr Dam 7,1,120,0
Kerr Dam 1,1,120,0
Philpott 1,1,120,0
Philpott 3,1,120,0
Philpott 2,1,120,0
Joliet 7,1,120,0
Joliet 8,0,0,72
Amos 1,1,120,0
Amos 3,0,0,220
Amos 2,1,40,0
Kanawha Rv 2,1,120,0
Kanawha Rv 1,0,0,24
Sporn 4,1,37,0
Sporn 2,0,0,220
Sporn 1,0,0,220
Sporn 3,1,120,0
WVU/MEA,1,120,0
Fort Martin 2,1,96,0
Fort Martin 1,1,120,0
Harrison 2,1,120,0
Harrison 3,0,0,24
Harrison 1,1,120,0
Kammer Block 200,1,120,0
Kammer 1,0,0,72
Kammer 3,0,0,220
Kammer 2,0,0,220
Mitchell (AEP) 1,1,24,0
Mitchell (AEP) 2,1,24,0
Mount Storm 3,1,120,0
Mount Storm 2,1,120,0
Mount Storm GT 1,0,0,220
Mount Storm 1,1,47,0
Easton 21,0,0,24
Easton201,0,0,220
Easton 24,0,0,24
Easton202,0,0,220
Easton 23,0,0,24
Easton 204,0,0,24
Easton 22,0,0,220
Easton 203,0,0,24
Greenup 1,1,120,0
Greenup 2,0,0,220
Greenup 3,0,0,220
Glen Ferris 6 (Hawks Nest),0,0,220
Glen Ferris 2 (Hawks Nest),0,0,220
Glen Ferris 5 (Hawks Nest),0,0,220
Glen Ferris 1 (Hawks Nest),0,0,18
Glen Ferris 4 (Hawks Nest),0,0,220
Glen Ferris 3 (Hawks Nest),0,0,26
Glen Ferris 7 (Hawks Nest),0,0,18
Glen Ferris 8 (Hawks Nest),0,0,18
Hannibal Dam,1,15,0
NEPCO NUG,0,0,24
MH50 (Sunoil),0,0,220
York County RR NUG,1,19,0
Archbald,1,120,0
PEI 5,0,0,48
Archbald 2,0,0,220
PEI 6,1,36,0
Paxton Creek NUG,0,0,220
Newark Bay COGEN,0,0,24
Glatfelter NUG,1,120,0
Kimberly Clark,1,120,0
Bayonne COGEN NUG,0,0,24
Rosemary 1,0,0,24
Eagle Point COGEN NUG,0,0,220
Pottstown 1,0,0,220
Westwood 1,1,63,0
Mobil NUG (BtM),0,0,220
MCRRF1,1,41,0
Covanta Fairfax 1 (Ogden Martin),1,64,0
Panther Creek NUG,1,120,0
Parlin ST1,0,0,220
Parlin CT1,0,0,220
Parlin CT2,0,0,220
Parlin ST2,0,0,220
Cumberland CT 2,0,0,24
Cumberland CT 1,0,0,24
Marcal NUG,0,0,220
Lancaster County RR NUG,1,48,0
Wheelabrator-Frackville NUG,0,0,48
Gloucester NUG,0,0,220
Northampton,1,120,0
ALD 6,1,120,0
PE Hydro,1,120,0
ALD 5,1,12,0
Union County Resource Recovery,1,39,0
Bellmeade,0,0,24
Scrubgrass NUG,1,120,0
Mecklenburg 1 (Buggs Is),1,120,0
Mecklenburg 2 (Buggs Is),1,120,0
Doswell CC2 (4Rivers5),1,64,0
Doswell CC1 (4Rivers5),1,64,0
Doswell CT (4Rivers1),0,0,220
Yough Dam NUG,1,120,0
I95 LF Phase I,1,62,0
Great Falls Hydro NUG,0,0,64
Elizabeth River 2,0,0,24
Elizabeth River 1,0,0,24
Elizabeth River 3,0,0,220
Pittsylvania (Hurt),1,64,0
North Wales D 1,0,0,220
Conemaugh Hydro NUG,1,120,0
Gude LF,1,8,0
Smith CT 3,0,0,24
Smith CT 10,0,0,24
Smith CT 5,0,0,24
Smith CT 6,0,0,24
Smith CT 1,0,0,220
Smith CT 4,0,0,24
Smith CT 7,0,0,24
Smith CT 9,0,0,24
Smith CT 2,0,0,24
Rensselaer Cogen,0,0,220
Roanoke Valley 1,1,120,0
Spruance 3 (Richmond),1,65,0
Spruance 1 (Richmond),1,65,0
Spruance 2 (Richmond),1,65,0
Spruance 4 (Richmond),1,65,0
Birchwood 1,1,120,0
Covanta Plymouth (Montenay),0,0,24
Schuylkill Energy NUG,1,120,0
Willamette (PennTech)(Domtar),1,120,0
Lakewood NUG,0,0,220
Cat Tractor NUG,0,0,24
I95 LF Phase II,1,62,0
Wheelabrator Falls NUG,0,0,220
Roanoke Valley 2,1,120,0
Dinwiddie Diesel,0,0,220
Weakley Diesel,0,0,220
Grays Ferry Cogen,0,0,220
Panda,1,15,0
Gordonsville 1 (So.Anna),0,0,220
Gordonsville 2 (So.Anna),1,50,0
Santeetlah 2,1,120,0
Santeetlah 1,1,120,0
Cheoah 5,0,0,220
Cheoah 4,1,120,0
Cheoah 3,1,120,0
Cheoah 1,1,120,0
Cheoah 2,1,30,0
Calderwood 2,1,120,0
Calderwood 1,1,120,0
Calderwood 3,1,120,0
Chilhowee 1,1,120,0
Chilhowee 2,1,120,0
Chilhowee 3,1,120,0
Keystone NUG,1,48,0
Manchester,0,0,24
Ocean County LF,0,0,24
Lakeview,1,62,0
Rocky Road CT 33,0,0,220
Rocky Road CT 31,0,0,220
Rocky Road CT 34,0,0,220
Rocky Road CT 32,0,0,220
Madison 1,1,63,0
Kendall 2,1,35,0
Kendall 4,1,51,0
Kendall 3,1,51,0
Kendall 1,1,50,0
Bluegrass CT 2,0,0,220
Bluegrass CT 3,0,0,220
Bluegrass CT 1,0,0,220
Cordova ST 1,0,0,220
Cordova CT 2,0,0,220
Cordova CT 1,0,0,220
Ontelaunee ST 1,1,43,0
Ontelaunee CT 2,1,43,0
Ontelaunee CT 1,1,42,0
Springdale 1 (AE1),0,0,220
Springdale 2 (AE2),0,0,24
Foothills 5 (Zelda 5),0,0,24
Foothills 4 (Zelda 4),0,0,24
Elwood 4,0,0,220
Elwood 5,0,0,220
Elwood 8,0,0,220
Elwood 7,0,0,220
Elwood 1,0,0,220
Elwood 2,0,0,220
Elwood 3,0,0,220
Elwood 9,0,0,220
Elwood 6,0,0,220
Morris CT1 (Equistar),1,120,0
Morris CT2 (Equistar),1,17,0
Morris ST1 (Equistar),1,61,0
Morris CT3 (Equistar),1,37,0
Greenville 1,0,0,48
Greenville 2,0,0,220
Greenville 3,0,0,220
Greenville 4,0,0,48
Liberty CT2,0,0,220
Liberty CT1,1,43,0
Liberty CC3,0,0,220
Handsome Lake 2,0,0,220
Handsome Lake 1,0,0,220
Handsome Lake 3,0,0,220
Handsome Lake 5,0,0,220
Handsome Lake 4,0,0,220
Lee County 8,0,0,220
Lee County 7,0,0,220
Lee County 5,0,0,220
Lee County 1,0,0,220
Lee County 6,0,0,220
Lee County 2,0,0,220
Lee County 3,0,0,220
Lee County 4,0,0,220
Rockford 1/11,0,0,220
Rockford 1/12,0,0,220
Red Oak Plant,1,48,0
Darby 1,0,0,220
Darby 5,0,0,220
Darby 3,0,0,220
Darby 6,0,0,220
Darby 2,0,0,220
Darby 4,0,0,220
Tait GT 7,0,0,220
Tait GT 4,0,0,220
Tait GT 6,0,0,220
Tait GT 5,0,0,220
University Park 3 CT (South),0,0,220
University Park 1 CT (South),0,0,220
University Park 2 CT (South),0,0,220
University Park 5 CT (South),0,0,220
University Park 4 CT (South),0,0,220
University Park 6 CT (South),0,0,220
Crete CT 4,0,0,24
Crete CT 2,0,0,220
Crete CT 1,0,0,220
Crete CT 3,0,0,24
Ceredo 6,0,0,24
Ceredo 4,0,0,220
Ceredo 3,0,0,24
Ceredo 2,0,0,24
Ceredo 1,0,0,24
Ceredo 5,0,0,24
Aurora  6,0,0,220
Aurora  8,0,0,220
Aurora  3,0,0,220
Aurora  7,0,0,220
Aurora  9,0,0,220
Aurora  4,0,0,220
Aurora  5,0,0,220
Aurora  2,0,0,220
Aurora 10,0,0,220
Aurora  1,0,0,220
Southeast Chicago CT 12,0,0,220
Southeast Chicago CT 10,0,0,220
Southeast Chicago CT 5,0,0,220
Southeast Chicago CT 8,0,0,220
Southeast Chicago CT 11,0,0,220
Southeast Chicago CT 9,0,0,220
Southeast Chicago CT 7,0,0,220
Southeast Chicago CT 6,0,0,220
Wolf Hills 4,0,0,48
Wolf Hills 5,0,0,48
Wolf Hills 3,0,0,48
Wolf Hills 1,0,0,220
Wolf Hills 2,0,0,220
Morgan ST 1,1,120,0
Morgan CT 1,1,120,0
Morgan CT 2,1,120,0
Morgan CT 3,1,120,0
River Energy CT 1 (Calumet),0,0,220
River Energy CT 2 (Calumet),0,0,220
New Covert 2,1,39,0
New Covert 1,1,43,0
