Gen_Index,zone,capacity,Ramp_Rate,Ramp_Start,Ramp_Shutdown
Birchwood 1,DC_BGE_PEP,0.0,47.6,226.1,23.8
Covanta Plymouth (Montenay),DC_BGE_PEP,0.0,5.6000000000000005,26.599999999999998,2.8000000000000003
Schuylkill Energy NUG,DC_BGE_PEP,0.0,17.6,83.6,8.8
Willamette (PennTech)(Domtar),DC_BGE_PEP,0.0,9.8,46.55,4.9
Lakewood NUG,DC_BGE_PEP,0.0,56.400000000000006,267.9,28.200000000000003
Cat Tractor NUG,DC_BGE_PEP,0.0,11.620000000000001,55.195,5.8100000000000005
I95 LF Phase II,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Wheelabrator Falls NUG,DC_BGE_PEP,0.0,9.600000000000001,45.599999999999994,4.800000000000001
Roanoke Valley 2,DC_BGE_PEP,0.0,9.0,42.75,4.5
Dinwiddie Diesel,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Weakley Diesel,DC_BGE_PEP,0.0,1.62,7.694999999999999,0.81
Grays Ferry Cogen,DC_BGE_PEP,0.0,32.6,154.85,16.3
Panda,DC_BGE_PEP,230.0,46.0,218.5,23.0
Gordonsville 1 (So.Anna),DC_BGE_PEP,0.0,28.8,136.79999999999998,14.4
Gordonsville 2 (So.Anna),DC_BGE_PEP,0.0,28.8,136.79999999999998,14.4
Santeetlah 2,DC_BGE_PEP,0.0,4.2,19.95,2.1
Santeetlah 1,DC_BGE_PEP,0.0,4.2,19.95,2.1
Cheoah 5,DC_BGE_PEP,0.0,6.720000000000001,31.919999999999998,3.3600000000000003
Cheoah 4,DC_BGE_PEP,0.0,5.5,26.125,2.75
Cheoah 3,DC_BGE_PEP,0.0,5.5,26.125,2.75
Cheoah 1,DC_BGE_PEP,0.0,5.5,26.125,2.75
Cheoah 2,DC_BGE_PEP,0.0,5.5,26.125,2.75
Calderwood 2,DC_BGE_PEP,0.0,10.4,49.4,5.2
Calderwood 1,DC_BGE_PEP,0.0,10.4,49.4,5.2
Calderwood 3,DC_BGE_PEP,0.0,10.4,49.4,5.2
Chilhowee 1,DC_BGE_PEP,0.0,3.4000000000000004,16.15,1.7000000000000002
Chilhowee 2,DC_BGE_PEP,0.0,3.4000000000000004,16.15,1.7000000000000002
Chilhowee 3,DC_BGE_PEP,0.0,3.4000000000000004,16.15,1.7000000000000002
Keystone NUG,DC_BGE_PEP,0.0,1.0,4.75,0.5
Manchester,DC_BGE_PEP,0.0,1.0,4.75,0.5
Ocean County LF,DC_BGE_PEP,0.0,1.92,9.12,0.96
Lakeview,DC_BGE_PEP,0.0,1.0,4.75,0.5
Rocky Road CT 33,DC_BGE_PEP,0.0,6.0,28.5,3.0
Rocky Road CT 31,DC_BGE_PEP,0.0,22.0,104.5,11.0
Rocky Road CT 34,DC_BGE_PEP,0.0,22.0,104.5,11.0
Rocky Road CT 32,DC_BGE_PEP,0.0,22.0,104.5,11.0
Madison 1,DC_BGE_PEP,0.0,17.6,83.6,8.8
Kendall 2,DC_BGE_PEP,0.0,61.0,289.75,30.5
Kendall 4,DC_BGE_PEP,0.0,64.0,304.0,32.0
Kendall 3,DC_BGE_PEP,0.0,61.2,290.7,30.6
Kendall 1,DC_BGE_PEP,0.0,64.0,304.0,32.0
Bluegrass CT 2,DC_BGE_PEP,0.0,40.400000000000006,191.89999999999998,20.200000000000003
Bluegrass CT 3,DC_BGE_PEP,0.0,40.400000000000006,191.89999999999998,20.200000000000003
Bluegrass CT 1,DC_BGE_PEP,0.0,40.400000000000006,191.89999999999998,20.200000000000003
Cordova ST 1,DC_BGE_PEP,0.0,30.0,142.5,15.0
Cordova CT 2,DC_BGE_PEP,0.0,35.0,166.25,17.5
Cordova CT 1,DC_BGE_PEP,0.0,35.0,166.25,17.5
Ontelaunee ST 1,DC_BGE_PEP,0.0,39.42,187.24499999999998,19.71
Ontelaunee CT 2,DC_BGE_PEP,0.0,38.2,181.45,19.1
Ontelaunee CT 1,DC_BGE_PEP,0.0,38.2,181.45,19.1
Springdale 1 (AE1),DC_BGE_PEP,0.0,8.8,41.8,4.4
Springdale 2 (AE2),DC_BGE_PEP,0.0,8.8,41.8,4.4
Foothills 5 (Zelda 5),DC_BGE_PEP,0.0,41.6,197.6,20.8
Foothills 4 (Zelda 4),DC_BGE_PEP,0.0,41.6,197.6,20.8
Elwood 4,DC_BGE_PEP,0.0,30.8,146.29999999999998,15.4
Elwood 5,DC_BGE_PEP,0.0,38.0,180.5,19.0
Elwood 8,DC_BGE_PEP,0.0,38.0,180.5,19.0
Elwood 7,DC_BGE_PEP,0.0,38.0,180.5,19.0
Elwood 1,DC_BGE_PEP,0.0,30.8,146.29999999999998,15.4
Elwood 2,DC_BGE_PEP,0.0,31.0,147.25,15.5
Elwood 3,DC_BGE_PEP,0.0,30.8,146.29999999999998,15.4
Elwood 9,DC_BGE_PEP,0.0,31.0,147.25,15.5
Elwood 6,DC_BGE_PEP,0.0,38.0,180.5,19.0
Morris CT1 (Equistar),DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Morris CT2 (Equistar),DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Morris ST1 (Equistar),DC_BGE_PEP,0.0,12.4,58.9,6.2
Morris CT3 (Equistar),DC_BGE_PEP,0.0,7.6000000000000005,36.1,3.8000000000000003
Greenville 1,DC_BGE_PEP,0.0,11.8,56.05,5.9
Greenville 2,DC_BGE_PEP,0.0,11.8,56.05,5.9
Greenville 3,DC_BGE_PEP,0.0,11.8,56.05,5.9
Greenville 4,DC_BGE_PEP,0.0,11.8,56.05,5.9
Liberty CT2,DC_BGE_PEP,0.0,34.14,162.165,17.07
Liberty CT1,DC_BGE_PEP,0.0,34.14,162.165,17.07
Liberty CC3,DC_BGE_PEP,0.0,44.760000000000005,212.61,22.380000000000003
Handsome Lake 2,DC_BGE_PEP,0.0,10.700000000000001,50.824999999999996,5.3500000000000005
Handsome Lake 1,DC_BGE_PEP,0.0,10.700000000000001,50.824999999999996,5.3500000000000005
Handsome Lake 3,DC_BGE_PEP,0.0,10.700000000000001,50.824999999999996,5.3500000000000005
Handsome Lake 5,DC_BGE_PEP,0.0,10.700000000000001,50.824999999999996,5.3500000000000005
Handsome Lake 4,DC_BGE_PEP,0.0,10.700000000000001,50.824999999999996,5.3500000000000005
Lee County 8,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 7,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 5,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 1,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 6,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 2,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 3,DC_BGE_PEP,0.0,16.0,76.0,8.0
Lee County 4,DC_BGE_PEP,0.0,16.0,76.0,8.0
Rockford 1/11,DC_BGE_PEP,0.0,30.0,142.5,15.0
Rockford 1/12,DC_BGE_PEP,0.0,30.0,142.5,15.0
Red Oak Plant,DC_BGE_PEP,0.0,160.42000000000002,761.995,80.21000000000001
Darby 1,DC_BGE_PEP,0.0,18.8,89.3,9.4
Darby 5,DC_BGE_PEP,0.0,18.8,89.3,9.4
Darby 3,DC_BGE_PEP,0.0,18.8,89.3,9.4
Darby 6,DC_BGE_PEP,0.0,18.8,89.3,9.4
Darby 2,DC_BGE_PEP,0.0,18.8,89.3,9.4
Darby 4,DC_BGE_PEP,0.0,18.8,89.3,9.4
Tait GT 7,DC_BGE_PEP,0.0,18.8,89.3,9.4
Tait GT 4,DC_BGE_PEP,0.0,18.8,89.3,9.4
Tait GT 6,DC_BGE_PEP,0.0,18.8,89.3,9.4
Tait GT 5,DC_BGE_PEP,0.0,18.8,89.3,9.4
University Park 3 CT (South),DC_BGE_PEP,0.0,10.64,50.54,5.32
University Park 1 CT (South),DC_BGE_PEP,0.0,10.620000000000001,50.445,5.3100000000000005
University Park 2 CT (South),DC_BGE_PEP,0.0,10.64,50.54,5.32
University Park 5 CT (South),DC_BGE_PEP,0.0,10.64,50.54,5.32
University Park 4 CT (South),DC_BGE_PEP,0.0,10.64,50.54,5.32
University Park 6 CT (South),DC_BGE_PEP,0.0,10.64,50.54,5.32
Crete CT 4,DC_BGE_PEP,0.0,15.040000000000001,71.44,7.5200000000000005
Crete CT 2,DC_BGE_PEP,0.0,15.040000000000001,71.44,7.5200000000000005
Crete CT 1,DC_BGE_PEP,0.0,46.260000000000005,219.735,23.130000000000003
Crete CT 3,DC_BGE_PEP,0.0,15.040000000000001,71.44,7.5200000000000005
Ceredo 6,DC_BGE_PEP,0.0,18.2,86.45,9.1
Ceredo 4,DC_BGE_PEP,0.0,18.2,86.45,9.1
Ceredo 3,DC_BGE_PEP,0.0,18.2,86.45,9.1
Ceredo 2,DC_BGE_PEP,0.0,18.2,86.45,9.1
Ceredo 1,DC_BGE_PEP,0.0,18.0,85.5,9.0
Ceredo 5,DC_BGE_PEP,0.0,18.2,86.45,9.1
Aurora  6,DC_BGE_PEP,0.0,9.0,42.75,4.5
Aurora  8,DC_BGE_PEP,0.0,9.0,42.75,4.5
Aurora  3,DC_BGE_PEP,0.0,30.400000000000002,144.4,15.200000000000001
Aurora  7,DC_BGE_PEP,0.0,9.0,42.75,4.5
Aurora  9,DC_BGE_PEP,0.0,9.0,42.75,4.5
Aurora  4,DC_BGE_PEP,0.0,30.400000000000002,144.4,15.200000000000001
Aurora  5,DC_BGE_PEP,0.0,9.0,42.75,4.5
Aurora  2,DC_BGE_PEP,0.0,30.400000000000002,144.4,15.200000000000001
Aurora 10,DC_BGE_PEP,0.0,9.0,42.75,4.5
Aurora  1,DC_BGE_PEP,0.0,30.400000000000002,144.4,15.200000000000001
Southeast Chicago CT 12,DC_BGE_PEP,0.0,8.8,41.8,4.4
Southeast Chicago CT 10,DC_BGE_PEP,0.0,8.8,41.8,4.4
Southeast Chicago CT 5,DC_BGE_PEP,0.0,23.22,110.29499999999999,11.61
Southeast Chicago CT 8,DC_BGE_PEP,0.0,8.8,41.8,4.4
Southeast Chicago CT 11,DC_BGE_PEP,0.0,8.8,41.8,4.4
Southeast Chicago CT 9,DC_BGE_PEP,0.0,25.82,122.64499999999998,12.91
Southeast Chicago CT 7,DC_BGE_PEP,0.0,8.8,41.8,4.4
Southeast Chicago CT 6,DC_BGE_PEP,0.0,8.8,41.8,4.4
Wolf Hills 4,DC_BGE_PEP,0.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 5,DC_BGE_PEP,0.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 3,DC_BGE_PEP,0.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 1,DC_BGE_PEP,0.0,11.200000000000001,53.199999999999996,5.6000000000000005
Wolf Hills 2,DC_BGE_PEP,0.0,11.200000000000001,53.199999999999996,5.6000000000000005
Morgan ST 1,DC_BGE_PEP,0.0,54.2,257.45,27.1
Morgan CT 1,DC_BGE_PEP,0.0,35.6,169.1,17.8
Morgan CT 2,DC_BGE_PEP,0.0,35.6,169.1,17.8
Morgan CT 3,DC_BGE_PEP,0.0,35.6,169.1,17.8
River Energy CT 1 (Calumet),DC_BGE_PEP,0.0,40.0,190.0,20.0
River Energy CT 2 (Calumet),DC_BGE_PEP,0.0,40.0,190.0,20.0
New Covert 2,DC_BGE_PEP,0.0,78.0,370.5,39.0
New Covert 1,DC_BGE_PEP,0.0,78.0,370.5,39.0
New Covert 3,DC_BGE_PEP,0.0,78.0,370.5,39.0
Ford Mill Block 1,DC_BGE_PEP,0.0,124.80000000000001,592.8,62.400000000000006
Ford Mill Block 2,DC_BGE_PEP,0.0,126.0,598.5,63.0
Ironwood CT 2,DC_BGE_PEP,0.0,45.0,213.75,22.5
Ironwood CT 1,DC_BGE_PEP,0.0,45.0,213.75,22.5
Ironwood CC 3,DC_BGE_PEP,0.0,44.6,211.85,22.3
South Bend 1 (Armstrong),DC_BGE_PEP,0.0,31.880000000000003,151.43,15.940000000000001
South Bend 2 (Armstrong),DC_BGE_PEP,0.0,31.74,150.765,15.87
South Bend 3 (Armstrong),DC_BGE_PEP,0.0,32.22,153.045,16.11
South Bend 4 (Armstrong),DC_BGE_PEP,0.0,31.92,151.61999999999998,15.96
Troy 1,DC_BGE_PEP,0.0,32.0,152.0,16.0
Troy 2,DC_BGE_PEP,0.0,32.0,152.0,16.0
Troy 3,DC_BGE_PEP,0.0,32.0,152.0,16.0
Troy 4,DC_BGE_PEP,0.0,32.0,152.0,16.0
Oak Grove 1 (Pleasants),DC_BGE_PEP,0.0,32.04,152.18999999999997,16.02
Oak Grove 2 (Pleasants),DC_BGE_PEP,0.0,32.22,153.045,16.11
Dresden 1A,DC_BGE_PEP,0.0,32.42,153.99499999999998,16.21
Dresden 1S,DC_BGE_PEP,0.0,50.6,240.35,25.3
Dresden 1B,DC_BGE_PEP,0.0,32.42,153.99499999999998,16.21
Cottonwood CT 3,DC_BGE_PEP,0.0,33.0,156.75,16.5
Cottonwood CT 2,DC_BGE_PEP,0.0,30.0,142.5,15.0
Cottonwood ST 3,DC_BGE_PEP,0.0,30.0,142.5,15.0
Cottonwood CT 1,DC_BGE_PEP,0.0,30.0,142.5,15.0
Cottonwood ST 1,DC_BGE_PEP,0.0,33.0,156.75,16.5
Cottonwood ST 2,DC_BGE_PEP,0.0,33.0,156.75,16.5
Cottonwood ST 4,DC_BGE_PEP,0.0,30.0,142.5,15.0
Cottonwood CT 4,DC_BGE_PEP,0.0,33.0,156.75,16.5
Gans 8 (AE8),DC_BGE_PEP,0.0,8.8,41.8,4.4
Gans 9 (AE9),DC_BGE_PEP,0.0,8.8,41.8,4.4
ComChes 6,DC_BGE_PEP,0.0,9.0,42.75,4.5
ComChes 5,DC_BGE_PEP,0.0,9.0,42.75,4.5
ComChes 4,DC_BGE_PEP,0.0,9.0,42.75,4.5
ComChes 2,DC_BGE_PEP,0.0,9.0,42.75,4.5
ComChes 3,DC_BGE_PEP,0.0,9.0,42.75,4.5
ComChes 1,DC_BGE_PEP,0.0,9.0,42.75,4.5
ComChes 7,DC_BGE_PEP,0.0,9.0,42.75,4.5
Rockgen Peaker GT 2,DC_BGE_PEP,0.0,31.200000000000003,148.2,15.600000000000001
Rockgen Peaker GT 3,DC_BGE_PEP,0.0,31.200000000000003,148.2,15.600000000000001
Rockgen Peaker GT 1,DC_BGE_PEP,0.0,31.200000000000003,148.2,15.600000000000001
Zion GT 3,DC_BGE_PEP,0.0,35.0,166.25,17.5
Zion GT 2,DC_BGE_PEP,0.0,35.0,166.25,17.5
Zion GT 1,DC_BGE_PEP,0.0,35.0,166.25,17.5
Washington 13,DC_BGE_PEP,0.0,133.0,631.75,66.5
Rolling Hills 1 (Flatlick),DC_BGE_PEP,0.0,39.0,185.25,19.5
Rolling Hills 2 (Flatlick),DC_BGE_PEP,0.0,39.0,185.25,19.5
Rolling Hills 5 (Flatlick),DC_BGE_PEP,0.0,39.0,185.25,19.5
Rolling Hills 4 (Flatlick),DC_BGE_PEP,0.0,39.0,185.25,19.5
Rolling Hills 3 (Flatlick),DC_BGE_PEP,0.0,39.0,185.25,19.5
Bayou Cove CT 2,DC_BGE_PEP,0.0,16.0,76.0,8.0
Bayou Cove CT 4,DC_BGE_PEP,0.0,16.0,76.0,8.0
Bayou Cove CT 3,DC_BGE_PEP,0.0,16.0,76.0,8.0
Elgin 3,DC_BGE_PEP,0.0,27.0,128.25,13.5
Elgin 2,DC_BGE_PEP,0.0,27.0,128.25,13.5
Elgin 1,DC_BGE_PEP,0.0,27.0,128.25,13.5
Elgin 4,DC_BGE_PEP,0.0,27.0,128.25,13.5
Fluvanna GT 32,DC_BGE_PEP,0.0,34.56,164.16,17.28
Fluvanna GT 22,DC_BGE_PEP,0.0,33.4,158.65,16.7
Fluvanna GS 12,DC_BGE_PEP,0.0,80.16000000000001,380.76,40.080000000000005
Fluvanna GT 12,DC_BGE_PEP,0.0,33.260000000000005,157.985,16.630000000000003
Lawrenceburg 2S,DC_BGE_PEP,0.0,51.400000000000006,244.14999999999998,25.700000000000003
Lawrenceburg 1B,DC_BGE_PEP,0.0,33.22,157.795,16.61
Lawrenceburg 2B,DC_BGE_PEP,0.0,33.22,157.795,16.61
Lawrenceburg 2A,DC_BGE_PEP,0.0,33.22,157.795,16.61
Lawrenceburg 1S,DC_BGE_PEP,0.0,51.400000000000006,244.14999999999998,25.700000000000003
Lawrenceburg 1A,DC_BGE_PEP,0.0,33.22,157.795,16.61
Waterford CT 1,DC_BGE_PEP,0.0,33.6,159.6,16.8
Waterford ST 1,DC_BGE_PEP,0.0,74.4,353.4,37.2
Waterford CT 3,DC_BGE_PEP,0.0,33.6,159.6,16.8
Waterford CT 2,DC_BGE_PEP,0.0,33.6,159.6,16.8
Ronco (Fayette),DC_BGE_PEP,0.0,133.0,631.75,66.5
York CT 2 (Delta),DC_BGE_PEP,0.0,25.400000000000002,120.64999999999999,12.700000000000001
York CT 1 (Delta),DC_BGE_PEP,0.0,25.0,118.75,12.5
York CT 3 (Delta),DC_BGE_PEP,0.0,25.400000000000002,120.64999999999999,12.700000000000001
York ST 4 (Delta),DC_BGE_PEP,0.0,39.0,185.25,19.5
UPark 6 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 4 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 10 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 11 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 7 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 2 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 9 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 1 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 8 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 3 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 12 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
UPark 5 (North),DC_BGE_PEP,0.0,9.0,42.75,4.5
Chambersburg 13 (Guilford AE13),DC_BGE_PEP,0.0,8.8,41.8,4.4
Chambersburg 12 (Guilford AE12),DC_BGE_PEP,0.0,8.8,41.8,4.4
B Chambersburg 13 (CCLP),DC_BGE_PEP,0.0,1.4000000000000001,6.6499999999999995,0.7000000000000001
B Chambersburg 47 (CCLP),DC_BGE_PEP,0.0,4.4799999999999995,21.279999999999998,2.2399999999999998
Mt Bethel CC 3,DC_BGE_PEP,0.0,42.800000000000004,203.29999999999998,21.400000000000002
Mt Bethel CT 2,DC_BGE_PEP,0.0,38.0,180.5,19.0
Mt Bethel CT 1,DC_BGE_PEP,0.0,38.0,180.5,19.0
Bethlehem CT5,DC_BGE_PEP,0.0,23.6,112.1,11.8
Bethlehem CT7,DC_BGE_PEP,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem ST4,DC_BGE_PEP,0.0,39.0,185.25,19.5
Bethlehem CT3,DC_BGE_PEP,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem CT6,DC_BGE_PEP,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem CT2,DC_BGE_PEP,0.0,25.400000000000002,120.64999999999999,12.700000000000001
Bethlehem ST8,DC_BGE_PEP,0.0,39.0,185.25,19.5
Bethlehem CT1,DC_BGE_PEP,0.0,23.6,112.1,11.8
Fremont ST 3,DC_BGE_PEP,0.0,68.60000000000001,325.84999999999997,34.300000000000004
Fremont CT 2,DC_BGE_PEP,0.0,36.0,171.0,18.0
Fremont CT 1,DC_BGE_PEP,0.0,36.0,171.0,18.0
Choctaw 3 CT,DC_BGE_PEP,0.0,34.6,164.35,17.3
Choctaw 4 ST,DC_BGE_PEP,0.0,60.2,285.95,30.1
Choctaw 2 CT,DC_BGE_PEP,0.0,34.6,164.35,17.3
Choctaw 1 CT,DC_BGE_PEP,0.0,34.6,164.35,17.3
Springdale 5 (AE5),DC_BGE_PEP,0.0,38.0,180.5,19.0
Springdale 3 (AE3),DC_BGE_PEP,0.0,36.0,171.0,18.0
Springdale 4 (AE4),DC_BGE_PEP,0.0,36.0,171.0,18.0
Hanging Rock 1,DC_BGE_PEP,0.0,132.82000000000002,630.895,66.41000000000001
Hanging Rock 2,DC_BGE_PEP,0.0,133.18,632.6049999999999,66.59
Buchanan 1 (BuchanCO),DC_BGE_PEP,0.0,8.6,40.85,4.3
Buchanan 2 (BuchanCO),DC_BGE_PEP,0.0,8.6,40.85,4.3
Grand Central 2,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Grand Central 3,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Grand Central 1,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
MH 750 STM 1 (Phillips),DC_BGE_PEP,0.0,54.2,257.45,27.1
MH 750 CT 1 (Phillips),DC_BGE_PEP,0.0,36.02,171.095,18.01
MH 750 CT 3 (Phillips),DC_BGE_PEP,0.0,36.02,171.095,18.01
MH 750 CT 2 (Phillips),DC_BGE_PEP,0.0,36.02,171.095,18.01
Prairie State 1,DC_BGE_PEP,0.0,162.42000000000002,771.495,81.21000000000001
Prairie State 2,DC_BGE_PEP,0.0,161.02,764.845,80.51
Oaks LF 2,DC_BGE_PEP,0.7,0.13999999999999999,0.6649999999999999,0.06999999999999999
Oaks LF 1,DC_BGE_PEP,1.3,0.26,1.2349999999999999,0.13
Rockford 2/21,DC_BGE_PEP,0.0,30.6,145.35,15.3
Lakewood CT1,DC_BGE_PEP,0.0,33.68,159.98,16.84
Lakewood CT2,DC_BGE_PEP,0.0,33.54,159.31499999999997,16.77
Warren County RR NUG,DC_BGE_PEP,0.0,2.0,9.5,1.0
Warren County LF 1,DC_BGE_PEP,0.0,0.38,1.805,0.19
Hunterstown CC 201,DC_BGE_PEP,0.0,35.42,168.24499999999998,17.71
Hunterstown CC 401,DC_BGE_PEP,0.0,63.0,299.25,31.5
Hunterstown CC 101,DC_BGE_PEP,0.0,33.0,156.75,16.5
Hunterstown CC 301,DC_BGE_PEP,0.0,35.42,168.24499999999998,17.71
Hamlet CT 6,DC_BGE_PEP,0.0,11.32,53.769999999999996,5.66
Hamlet CT 4,DC_BGE_PEP,0.0,11.32,53.769999999999996,5.66
Hamlet CT 2,DC_BGE_PEP,0.0,11.32,53.769999999999996,5.66
Hamlet CT 5,DC_BGE_PEP,0.0,11.32,53.769999999999996,5.66
Hamlet CT 1,DC_BGE_PEP,0.0,11.32,53.769999999999996,5.66
Hamlet CT 3,DC_BGE_PEP,0.0,11.32,53.769999999999996,5.66
Tosco (Linden CoGen),DC_BGE_PEP,0.0,34.4,163.4,17.2
Summersville 2,DC_BGE_PEP,0.0,8.0,38.0,4.0
Summersville 1,DC_BGE_PEP,0.0,8.0,38.0,4.0
Hunlock 4,DC_BGE_PEP,0.0,8.92,42.37,4.46
Columbus Renick Run 1,DC_BGE_PEP,0.0,0.272,1.292,0.136
Columbus Renick Run 2,DC_BGE_PEP,0.0,0.272,1.292,0.136
Columbus ST 8,DC_BGE_PEP,0.0,0.36600000000000005,1.7385,0.18300000000000002
Columbus ST 1,DC_BGE_PEP,0.0,0.22000000000000003,1.045,0.11000000000000001
Columbus Dodge Park,DC_BGE_PEP,0.0,0.36600000000000005,1.7385,0.18300000000000002
Southern LF 5,DC_BGE_PEP,0.0,0.2,0.95,0.1
Southern LF,DC_BGE_PEP,0.0,0.82,3.8949999999999996,0.41
Central LF,DC_BGE_PEP,0.0,0.6000000000000001,2.8499999999999996,0.30000000000000004
Greater Lebanon LF,DC_BGE_PEP,0.0,0.4,1.9,0.2
Bethel Energy,DC_BGE_PEP,0.0,0.8800000000000001,4.18,0.44000000000000006
Longview 1,DC_BGE_PEP,0.0,140.0,665.0,70.0
Newland Park LF,DC_BGE_PEP,0.0,1.2000000000000002,5.699999999999999,0.6000000000000001
Brunswick LF,DC_BGE_PEP,0.0,2.2,10.45,1.1
Charles City Landfill,DC_BGE_PEP,0.0,3.2,15.2,1.6
Chesterfield Landfill,DC_BGE_PEP,0.0,3.2,15.2,1.6
King and Queen LF,DC_BGE_PEP,0.0,2.3600000000000003,11.21,1.1800000000000002
Upton,DC_BGE_PEP,0.0,3.0,14.25,1.5
Pine Grove LF,DC_BGE_PEP,0.0,1.2000000000000002,5.699999999999999,0.6000000000000001
Rockville Diesel,DC_BGE_PEP,0.0,0.8,3.8,0.4
Virginia Beach Landfill,DC_BGE_PEP,0.0,2.4000000000000004,11.399999999999999,1.2000000000000002
Winnebago 3,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Winnebago 4,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Winnebago 2,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Winnebago 1,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Bear Garden,DC_BGE_PEP,0.0,122.4,581.4,61.2
Virginia City 1,DC_BGE_PEP,0.0,122.0,579.5,61.0
Haverhill 1,DC_BGE_PEP,0.0,12.200000000000001,57.949999999999996,6.1000000000000005
Ottawa County LF 1,DC_BGE_PEP,0.0,0.272,1.292,0.136
Ottawa County LF 2,DC_BGE_PEP,0.0,0.272,1.292,0.136
Ottawa County LF 3,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 16,DC_BGE_PEP,0.0,0.26,1.2349999999999999,0.13
Carbon Limestone LF 7,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 5,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 1,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 15,DC_BGE_PEP,0.0,0.26,1.2349999999999999,0.13
Carbon Limestone LF 9,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 6,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 10,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 4,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 3,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 8,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 12,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 13,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 14,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 2,DC_BGE_PEP,0.0,0.272,1.292,0.136
Carbon Limestone LF 11,DC_BGE_PEP,0.0,0.272,1.292,0.136
Lorain County LF 9,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 7,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 6,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 8,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 10,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 4,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 2,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 1,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 5,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
Lorain County LF 3,DC_BGE_PEP,0.0,0.32000000000000006,1.52,0.16000000000000003
