timepoint,zone,wind,solar,curtailment
11,EAST,2.498580227,23.407928801300002,1.3322676295501878e-15
11,WEST,1385.2583065802,6.3375178413999995,0.0
11,DC_BGE_PEP,27.25723884,3.5883908321,0.0
11,VA_DOM,0.0,2.4693724017,0.0
11,PA_METED_PPL,302.8960666095,2.8621048316,0.0
12,EAST,2.5108607039999997,38.98260958980001,2.6645352591003757e-15
12,WEST,1392.0668263104,10.554243644400001,0.0
12,DC_BGE_PEP,27.391207679999997,5.975959686600001,3.552713678800501e-15
12,VA_DOM,0.0,4.1123920482,0.0
12,PA_METED_PPL,304.384795344,4.766432613600001,0.0
13,EAST,2.824978156,36.32224850810001,4.440892098500626e-16
13,WEST,1566.2192529256001,9.8339712118,0.0
13,DC_BGE_PEP,30.81794352,5.5681314077,0.0
13,VA_DOM,0.0,3.8317426029,0.0
13,PA_METED_PPL,342.464397366,4.4411482892,0.0
14,EAST,2.824978156,42.78788628500001,4.440892098500626e-16
14,WEST,1566.2192529256001,11.584493230000001,0.0
14,DC_BGE_PEP,30.81794352,6.559301345000001,0.0
14,VA_DOM,0.0,4.513822065,0.0
14,PA_METED_PPL,342.464397366,5.231706620000001,0.0
15,EAST,3.1671934139999998,36.167977711700004,-3.552713678800501e-15
15,WEST,1755.9496140564002,9.7922035726,0.0
15,DC_BGE_PEP,34.551200879999996,5.5444819889,0.0
15,VA_DOM,0.0,3.8154681153,0.0
15,PA_METED_PPL,383.950219779,4.422285484400001,0.0
16,EAST,3.419174044,36.2675773229,1.7763568394002505e-15
16,WEST,1895.6522567944,9.8191694062,0.0
16,DC_BGE_PEP,37.30008048,5.5597504193,0.0
16,VA_DOM,0.0,3.8259751760999996,0.0
16,PA_METED_PPL,414.497144334,4.4344636028,0.0
17,EAST,4.009659752999999,11.226317059400001,0.0
17,WEST,2223.0282699678,3.0394395532,0.0
17,DC_BGE_PEP,43.741742759999994,1.7209729898000001,0.0
17,VA_DOM,0.0,1.1842977546,0.0
17,PA_METED_PPL,486.08011642049996,1.3726501208000002,0.0
18,EAST,4.603780346,0.0,0.0
18,WEST,2552.4195289196,0.0,0.0
18,DC_BGE_PEP,50.22305832,0.0,0.0
18,VA_DOM,0.0,0.0,0.0
18,PA_METED_PPL,558.103735581,0.0,0.0
19,EAST,4.827321059,0.0,0.0
19,WEST,2676.3545645834,0.0,0.0
19,DC_BGE_PEP,52.661684279999996,0.0,0.0
19,VA_DOM,0.0,0.0,0.0
19,PA_METED_PPL,585.2029665615,0.0,0.0
20,EAST,4.827321059,0.0,0.0
20,WEST,2676.3545645834,0.0,0.0
20,DC_BGE_PEP,52.661684279999996,0.0,0.0
20,VA_DOM,0.0,0.0,0.0
20,PA_METED_PPL,585.2029665615,0.0,0.0
21,EAST,4.8556495570000004,0.0,0.0
21,WEST,2692.0603989382003,0.0,0.0
21,DC_BGE_PEP,52.97072244,0.0,0.0
21,VA_DOM,0.0,0.0,0.0
21,PA_METED_PPL,588.6371531145,0.0,0.0
22,EAST,4.821262655,0.0,0.0
22,WEST,2672.995675253,0.0,0.0
22,DC_BGE_PEP,52.5955926,0.0,0.0
22,VA_DOM,0.0,0.0,0.0
22,PA_METED_PPL,584.4685227675,0.0,0.0
23,EAST,4.839924232,0.0,0.0
23,WEST,2683.3419928432004,0.0,0.0
23,DC_BGE_PEP,52.799173440000004,0.0,0.0
23,VA_DOM,0.0,0.0,0.0
23,PA_METED_PPL,586.730814852,0.0,0.0
24,EAST,4.9593031839999995,0.0,0.0
24,WEST,2749.5278543584,0.0,0.0
24,DC_BGE_PEP,54.101489279999996,0.0,0.0
24,VA_DOM,0.0,0.0,0.0
24,PA_METED_PPL,601.202799624,0.0,0.0
