"","UTILUNIT","ID6","ORISPL","RATINGMW","LAT","LON"
"1265","250-838","CC","55690",565,40.6175,-75.3147
"1266","250-704","CC","55690",118,40.6175,-75.3147
"1267","250-706","CC","55690",127,40.6175,-75.3147
"1268","250-134","CC","55690",195,40.6175,-75.3147
"1269","250-703","CC","55690",127,40.6175,-75.3147
"1270","250-705","CC","55690",127,40.6175,-75.3147
"1271","250-702","CC","55690",127,40.6175,-75.3147
"1272","250-138","CC","55690",195,40.6175,-75.3147
"1273","250-834","CC","55690",565,40.6175,-75.3147
"1274","250-701","CC","55690",118,40.6175,-75.3147
"1275","441-105","CC","55701",343,41.377116,-83.161388
"1276","441-702","CC","55701",180,41.377116,-83.161388
"1277","441-701","CC","55701",180,41.377116,-83.161388
"1278","387-803","CC","55706",173,33.2881,-89.4201
"1279","387-804","CC","55706",301,33.2881,-89.4201
"1280","387-802","CC","55706",173,33.2881,-89.4201
"1281","387-801","CC","55706",173,33.2881,-89.4201
"1282","427-100","CC","55710",190,40.545278,-79.768611
"1283","427-703","CC","55710",180,40.545278,-79.768611
"1284","427-704","CC","55710",180,40.545278,-79.768611
"1285","437-802","CC","55736",664.1,38.5731,-82.7833
"1286","437-803","CC","55736",665.9,38.5731,-82.7833
"1287","2C3-321","CT","55738",43,37.175278,-81.961388
"1288","2C3-322","CT","55738",43,37.175278,-81.961388
"1289","920-402","DS","55763",3.6,41.7383,-89.3828
"1290","264-365","CT","55765",3,40.8592,-75.2627
"1291","264-366","CT","55765",3,40.8592,-75.2627
"1292","264-364","CT","55765",3,40.8592,-75.2627
"1293","920-401","CT","55773",8,42.321111,-88.031944
"1294","223-101","CC","55801",271,39.807038,-75.421606
"1295","223-701","CC","55801",180.1,39.807038,-75.421606
"1296","223-703","CC","55801",180.1,39.807038,-75.421606
"1297","223-702","CC","55801",180.1,39.807038,-75.421606
"1298","711-101","ST","55856",812.1,38.279167,-89.666944
"1299","711-102","ST","55856",805.1,38.279167,-89.666944
"1300","905-405","DS","55885",0.7,39.1833,-77.1167
"1301","905-404","DS","55885",1.3,39.1833,-77.1167
"1302","535-362","CT","55936",153,42.2383,-89.1011
"1303","247-301","CT","55938",168.4,40.0633,-74.1672
"1304","247-302","CT","55938",167.7,40.0633,-74.1672
"1305","328-809","CC","55939",1350,38.971667,-78.177222
"1306","205-899","ST","55939",10,38.971667,-78.177222
"1307","259-406","DS","55939",1.9,38.971667,-78.177222
"1308","259-405","DS","55939",1.9,38.971667,-78.177222
"1309","237-852","CC","55976",177.1,39.8725,-77.1672
"1310","237-854","CC","55976",315,39.8725,-77.1672
"1311","237-851","CC","55976",165,39.8725,-77.1672
"1312","237-853","CC","55976",177.1,39.8725,-77.1672
"1313","344-306","CT","56292",56.6,34.842311,-79.736087
"1314","344-304","CT","56292",56.6,34.842311,-79.736087
"1315","344-302","CT","56292",56.6,34.842311,-79.736087
"1316","344-305","CT","56292",56.6,34.842311,-79.736087
"1317","344-301","CT","56292",56.6,34.842311,-79.736087
"1318","344-303","CT","56292",56.6,34.842311,-79.736087
"1319","254-301","CT","56294",172,40.637554,-74.221219
"1320","214-401","DS","56318",2,38.5,-77.75
"1321","401-535","HD","56333",40,38.21921,-80.89061
"1322","401-534","HD","56333",40,38.21921,-80.89061
"1323","261-301","CT","56397",44.6,41.2025,-76.068333
"1324","441-404","DS","56420",1.36,39.9333,-83.0667
"1325","441-405","DS","56420",1.36,39.9333,-83.0667
"1326","441-401","DS","56421",1.83,39.9667,-83.1167
"1327","441-402","DS","56422",1.1,39.95,-83.015833
"1328","441-403","DS","56423",1.83,39.975,-83.0917
"1329","274-404","DS","56429",1,38.5992,-75.4342
"1330","274-401","DS","56429",4.1,38.5992,-75.4342
"1331","274-402","DS","56430",3,39.0339,-75.7233
"1332","212-440","DS","56510",3.2,39.9589,-76.4442
"1333","212-445","DS","56512",2,40.3664,-76.4931
"1334","329-401","DS","56531",4.4,37.0719,-76.4272
"1335","214-403","DS","56571",4,39.3908,-76.4042
"1336","214-301","CT","56572",5,40.621582,-75.310236
"1337","472-100","ST","56671",700,39.707893,-79.958974
"1338","266-401","DS","56680",6,38.3847,-75.6344
"1339","345-411","DS","56682",11,36.7639,-77.8108
"1340","345-406","DS","56683",16,37.438889,-77.128611
"1341","345-407","DS","56684",16,37.3517,-77.4969
"1342","345-412","DS","56686",11.8,37.6711,-76.76
"1343","241-400","DS","56687",15,39.8014,-77.7883
"1344","266-402","DS","56690",6,40.5553,-76.3886
"1345","345-403","DS","56692",4,37.7036,-77.6639
"1346","345-410","DS","56693",12,36.7858,-76.2019
"1347","976-403","DS","56780",1.6,42.1589,-89.0625
"1348","976-404","DS","56780",1.6,42.1589,-89.0625
"1349","976-402","DS","56780",1.6,42.1589,-89.0625
"1350","976-401","DS","56780",1.6,42.1589,-89.0625
"1351","328-808","CC","56807",612,37.695556,-78.285278
"1352","328-651","ST","56808",610,36.916389,-82.338055
"1353","2B1-701","CC","56846",219,38.5686,-76.8919
"1354","2B1-101","CC","56846",332,38.5686,-76.8919
"1355","2B1-702","CC","56846",219,38.5686,-76.8919
"1356","463-801","ST","56848",61,38.596657,-82.828642
"1357","441-411","DS","56865",1.36,41.5283,-83.0353
"1358","441-412","DS","56865",1.36,41.5283,-83.0353
"1359","441-413","DS","56865",1.36,41.5283,-83.0353
"1360","441-436","DS","56868",1.3,40.9975,-80.5208
"1361","441-427","DS","56868",1.36,40.9975,-80.5208
"1362","441-425","DS","56868",1.36,40.9975,-80.5208
"1363","441-421","DS","56868",1.36,40.9975,-80.5208
"1364","441-435","DS","56868",1.3,40.9975,-80.5208
"1365","441-429","DS","56868",1.36,40.9975,-80.5208
"1366","441-426","DS","56868",1.36,40.9975,-80.5208
"1367","441-430","DS","56868",1.36,40.9975,-80.5208
"1368","441-424","DS","56868",1.36,40.9975,-80.5208
"1369","441-423","DS","56868",1.36,40.9975,-80.5208
"1370","441-428","DS","56868",1.36,40.9975,-80.5208
"1371","441-432","DS","56868",1.36,40.9975,-80.5208
"1372","441-433","DS","56868",1.36,40.9975,-80.5208
"1373","441-434","DS","56868",1.36,40.9975,-80.5208
"1374","441-422","DS","56868",1.36,40.9975,-80.5208
"1375","441-431","DS","56868",1.36,40.9975,-80.5208
"1376","441-449","DS","56869",1.6,41.3006,-82.1803
"1377","441-447","DS","56869",1.6,41.3006,-82.1803
"1378","441-446","DS","56869",1.6,41.3006,-82.1803
"1379","441-448","DS","56869",1.6,41.3006,-82.1803
"1380","441-450","DS","56869",1.6,41.3006,-82.1803
"1381","441-444","DS","56869",1.6,41.3006,-82.1803
"1382","441-442","DS","56869",1.6,41.3006,-82.1803
"1383","441-441","DS","56869",1.6,41.3006,-82.1803
"1384","441-445","DS","56869",1.6,41.3006,-82.1803
"1385","441-443","DS","56869",1.6,41.3006,-82.1803
"1386","441-507","HD","56872",37.3,38.791431,-84.172982
"1387","441-508","HD","56872",37.4,38.791431,-84.172982
"1388","441-506","HD","56872",37.3,38.791431,-84.172982
"1389","212-450","DS","56884",4,39.4494,-75.0928
"1390","212-454","DS","56887",5.6,40.1356,-77.5072
"1391","212-452","DS","56890",1,41.7792,-76.6258
"1392","274-403","DS","56894",2,38.384167,-77.413056
"1393","216-302","CT","56911",10.5,40.669608,-76.380716
"1394","278-401","DS","56957",6.6,40.275,-75.8167
"1395","298-101","CC","56963",273.4,39.8414,-75.2214
"1396","298-702","CC","56963",225,39.8414,-75.2214
"1397","298-701","CC","56963",225,39.8414,-75.2214
"1398","264-401","DS","57014",4.4,40.2058,-80.2611
"1399","215-480","DS","57018",6,37.5681,-76.6233
"1400","215-390","CT","57022",10,38.2747,-77.3081
"1401","304-341","CT","57029",210,35.170547,-81.416648
"1402","212-446","DS","57183",3.2,40.667778,-75.232222
"1403","441-406","DS","57249",2,41.3361,-82.5856
"1404","250-715","CC","57349",191,39.187195,-75.499396
"1405","250-120","CC","57349",129,39.187195,-75.499396
"1406","345-413","DS","57356",4,37.675,-77.5744
"1407","441-509","HD","57401",21.6,39.35776,-81.31795
"1408","441-510","HD","57401",21.6,39.35776,-81.31795
"1409","441-471","DS","57410",0.8,41.795,-80.91
"1410","538-403","DS","57410",6,41.795,-80.91
"1411","441-474","DS","57410",0.8,41.795,-80.91
"1412","441-473","DS","57410",0.8,41.795,-80.91
"1413","441-472","DS","57410",0.8,41.795,-80.91
"1414","441-470","DS","57410",0.8,41.795,-80.91
"1415","538-405","DS","57410",6,41.795,-80.91
"1416","538-404","DS","57410",6,41.795,-80.91
"1417","538-402","DS","57410",6,41.795,-80.91
"1418","538-401","DS","57410",6,41.795,-80.91
"1419","441-462","DS","57411",0.8,40.914444,-80.586111
"1420","441-463","DS","57411",0.8,40.914444,-80.586111
"1421","441-461","DS","57411",0.8,40.914444,-80.586111
"1422","441-460","DS","57411",0.8,40.914444,-80.586111
"1423","441-464","DS","57411",0.8,40.914444,-80.586111
"1424","531-401","DS","57433",4.5,40.410751,-83.71788
"1425","259-414","DS","57786",2,39.367778,-77.348888
"1426","463-802","ST","57822",47,39.472222,-84.401389
"1427","2A4-300","CC","57839",232,40.515,-74.318889
"1428","2A4-301","CC","57839",232,40.515,-74.318889
"1429","2A4-100","CC","57839",319,40.515,-74.318889
"1430","259-413","DS","57843",1.9,39.588889,-75.376389
"1431","259-404","DS","57845",1.9,39.4175,-74.542222
"1432","259-412","DS","57845",1.8,39.4175,-74.542222
"1433","259-403","DS","57845",1.5,39.4175,-74.542222
"1434","259-415","DS","57846",2,41.091667,-74.682777
"1435","259-410","DS","57847",1.4,40.074167,-74.665556
"1436","259-411","DS","57847",1.4,40.074167,-74.665556
"1437","259-408","DS","57847",1.4,40.074167,-74.665556
"1438","259-407","DS","57847",1.4,40.074167,-74.665556
"1439","259-409","DS","57847",1.4,40.074167,-74.665556
"1440","259-417","DS","57847",6,40.074167,-74.665556
"1441","311-404","DS","57897",1.6,37.505833,-77.373889
"1442","311-403","DS","57897",1.6,37.505833,-77.373889
"1443","311-401","DS","57897",1.6,37.505833,-77.373889
"1444","311-402","DS","57897",1.6,37.505833,-77.373889
"1445","279-650","ST","58023",25,40.325556,-75.922778
"1446","2A3-301","CC","58079",230,40.707222,-74.125833
"1447","2A3-100","CC","58079",245,40.707222,-74.125833
"1448","2A3-300","CC","58079",230,40.707222,-74.125833
"1450","215-450","DS","58208",9.6,40.465278,-74.393889
"1451","209-392","CT","58235",61,39.424444,-75.02
"1452","905-407","DS","58246",1.6,39.084722,-76.676389
"1453","905-406","DS","58246",1.6,39.084722,-76.676389
"1454","328-810","CC","58260",1376,36.765,-77.713889
"1455","2A7-800","CC","58420",425,41.7675,-76.39
"1456","2A7-801","CC","58420",425,41.7675,-76.39
"1457","2A9-801","CC","58426",420,41.180833,-76.839167
"1458","2A9-802","CC","58426",420,41.180833,-76.839167
"1460","393-101","ST","58560",47.4,36.701389,-78.873333
"1461","918-501","HD","58685",2.2,40.921111,-79.281667
"1462","918-502","HD","58685",4.6,40.921111,-79.281667
"1463","925-401","DS","58813",19.9,41.663056,-76.805556
"1464","925-400","DS","58818",19.9,41.894444,-76.582778
"1465","4A3-301","CC","59004",226,39.058056,-77.545
"1466","4A3-100","CC","59004",314,39.058056,-77.545
"1467","4A3-300","CC","59004",226,39.058056,-77.545
"1468","250-355","CT","591",25,39.7302,-75.5371
"1469","250-356","CT","591",25,39.7302,-75.5371
"1470","201-492","DS","59116",1,39.231111,-74.780833
"1471","201-491","DS","59116",1,39.231111,-74.780833
"1472","201-493","DS","59116",1,39.231111,-74.780833
"1473","251-123","ST","592",72,39.600408,-75.626811
"1474","251-326","CT","592",60,39.600408,-75.626811
"1475","250-323","CT","592",18,39.600408,-75.626811
"1476","251-327","CT","592",90,39.600408,-75.626811
"1477","251-821","ST","592",57,39.600408,-75.626811
"1478","250-113","ST","593",86,39.73886,-75.50384
"1479","250-310","CT","593",15,39.73886,-75.50384
"1480","250-115","ST","593",450,39.73886,-75.50384
"1481","250-114","ST","593",174,39.73886,-75.50384
"1482","304-344","CT","59325",195,35.2025,-81.363056
"1483","242-330","CT","594",21,38.5857,-75.2341
"1484","242-134","ST","594",425.1,38.5857,-75.2341
"1485","242-132","ST","594",91,38.5857,-75.2341
"1486","242-131","ST","594",91,38.5857,-75.2341
"1487","242-133","ST","594",168.1,38.5857,-75.2341
"1488","982-403","DS","59574",1.6,41.808611,-86.323889
"1489","982-401","DS","59574",1.6,41.808611,-86.323889
"1490","982-402","DS","59574",1.6,41.808611,-86.323889
"1491","204-361","CT","596",12,39.568,-75.6006
"1492","250-372","CT","597",19,39.7283,-75.6289
"1493","211-410","DS","59759",5.7,40.00665,-79.041035
"1494","2B4-312","CC","59764",248.3,41.667928,-83.443664
"1495","2B4-110","CC","59764",323.5,41.667928,-83.443664
"1496","2B4-311","CC","59764",247.2,41.667928,-83.443664
"1497","2B8-800","CC","59773",736,40.60441,-81.05918
"1498","987-401","DS","59792",1.6,42.1424,-89.079
"1499","987-402","DS","59792",1.6,42.1424,-89.079
"1500","345-414","DS","59845",6,37.183,-80.699
"1501","203-183","ST","599",102,39.176222,-75.546628
"1502","203-181","ST","599",17,39.176222,-75.546628
"1503","203-182","ST","599",17,39.176222,-75.546628
"1504","411-201","NU","6000",1083.1,41.975604,-86.565206
"1505","411-202","NU","6000",1183.1,41.975604,-86.565206
"1506","427-119","ST","6004",645.1,39.366667,-81.294444
"1507","427-120","ST","6004",640.1,39.366667,-81.294444
"1508","499-500","HD","6006",24,38.9153,-81.9081
"1509","499-501","HD","6006",24,38.9153,-81.9081
"1510","202-201","NU","6011",900,38.4344,-76.4417
"1511","202-202","NU","6011",880,38.4344,-76.4417
"1512","503-104","ST","6016",433,40.4663,-89.9841
"1513","504-160","ST","6017",612.1,38.9361,-88.2781
"1514","504-150","ST","6017",610.1,38.9361,-88.2781
"1515","430-162","ST","6018",600,38.9036,-84.8514
"1516","400-171","ST","6019",1321.1,38.8675,-84.2289
"1517","290-152","ST","602",648.1,39.18,-76.5389
"1518","290-151","ST","602",665.1,39.18,-76.5389
"1519","404-210","NU","6020",1330,41.8006,-81.1439
"1520","506-202","NU","6022",1205.1,41.2435,-88.2286
"1521","506-201","NU","6022",1227,41.2435,-88.2286
"1522","506-204","NU","6023",1190.1,42.0742,-89.2819
"1523","506-203","NU","6023",1221.1,42.0742,-89.2819
"1524","510-101","ST","6025",554,41.346111,-88.392777
"1525","510-102","ST","6025",554,41.346111,-88.392777
"1526","510-103","ST","6025",530,41.346111,-88.392777
"1527","510-105","ST","6025",530,41.346111,-88.392777
"1528","510-104","ST","6025",530,41.346111,-88.392777
"1529","506-209","NU","6026",1164,41.245498,-88.669066
"1530","506-208","NU","6026",1150.6,41.245498,-88.669066
"1531","214-116","ST","603",275,38.8961,-76.9664
"1532","214-115","ST","603",275,38.8961,-76.9664
"1533","407-340","CT","6031",18,38.6903,-83.4803
"1534","407-132","ST","6031",600,38.6903,-83.4803
"1535","307-221","NU","6036",1163,35.0514,-81.0694
"1536","214-324","CT","604",20,38.8834,-77.0147
"1537","214-323","CT","604",20,38.8834,-77.0147
"1538","214-388","CT","604",20,38.8834,-77.0147
"1539","214-328","CT","604",20,38.8834,-77.0147
"1540","214-322","CT","604",20,38.8834,-77.0147
"1541","214-327","CT","604",20,38.8834,-77.0147
"1542","214-326","CT","604",20,38.8834,-77.0147
"1543","214-386","CT","604",20,38.8834,-77.0147
"1544","214-325","CT","604",20,38.8834,-77.0147
"1545","214-387","CT","604",20,38.8834,-77.0147
"1546","214-382","CT","604",20,38.8834,-77.0147
"1547","214-383","CT","604",20,38.8834,-77.0147
"1548","214-381","CT","604",20,38.8834,-77.0147
"1549","214-321","CT","604",20,38.8834,-77.0147
"1550","214-384","CT","604",20,38.8834,-77.0147
"1551","214-385","CT","604",20,38.8834,-77.0147
"1552","422-201","NU","6040",970,40.6219,-80.4336
"1553","422-202","NU","6040",970,40.6219,-80.4336
"1554","410-123","ST","6041",268,38.7,-83.8181
"1555","410-121","ST","6041",305.1,38.7,-83.8181
"1556","410-122","ST","6041",510,38.7,-83.8181
"1557","410-124","ST","6041",268,38.7,-83.8181
"1558","740-102","ST","6055",575,30.7261,-91.3692
"1559","740-101","ST","6055",580,30.7261,-91.3692
"1560","740-103","ST","6055",588,30.7261,-91.3692
"1561","416-192","ST","6071",785,38.5847,-85.4117
"1562","416-191","ST","6071",515,38.5847,-85.4117
"1563","422-143","ST","6094",910,40.6348,-80.4159
"1564","422-142","ST","6094",910,40.6348,-80.4159
"1565","422-141","ST","6094",910,40.6348,-80.4159
"1566","212-202","NU","6103",1255.1,41.0919,-76.1462
"1567","212-201","NU","6103",1260.1,41.0919,-76.1462
"1568","213-204","NU","6105",1194.1,40.224303,-75.58744
"1569","213-203","NU","6105",1182,40.224303,-75.58744
"1570","430-145","ST","6113",625,38.372222,-87.765833
"1571","441-480","DS","61145",4.8,38.895,-83.903
"1572","215-211","NU","6118",1172,39.4666,-75.5377
"1573","426-201","NU","6149",950,41.5967,-83.0861
"1574","411-122","ST","6166",1300,37.9256,-87.0372
"1575","411-121","ST","6166",1315,37.9256,-87.0372
"1576","328-511","HD","6167",502.3,38.20889,-79.8
"1577","427-511","HD","6167",160,38.20889,-79.8
"1578","427-514","HD","6167",160,38.20889,-79.8
"1579","328-514","HD","6167",504,38.20889,-79.8
"1580","328-513","HD","6167",503.2,38.20889,-79.8
"1581","427-513","HD","6167",160,38.20889,-79.8
"1582","328-510","HD","6167",502.2,38.20889,-79.8
"1583","328-509","HD","6167",502.1,38.20889,-79.8
"1584","427-515","HD","6167",160,38.20889,-79.8
"1585","427-512","HD","6167",160,38.20889,-79.8
"1586","328-512","HD","6167",501.3,38.20889,-79.8
"1587","427-516","HD","6167",160,38.20889,-79.8
"1588","328-201","NU","6168",948,38.06,-77.7897
"1589","328-202","NU","6168",976.1,38.06,-77.7897
"1590","341-527","HD","6171",70,36.9614,-84.27
"1591","401-141","ST","6264",1315.1,38.9794,-81.9344
"1592","344-406","DS","6377",3,35.109444,-75.979722
"1593","341-514","HD","6417",45,36.0972,-85.8274
"1594","341-516","HD","6417",45,36.0972,-85.8274
"1595","341-515","HD","6417",45,36.0972,-85.8274
"1596","341-519","HD","6418",12,36.3208,-87.2219
"1597","341-518","HD","6418",12,36.3208,-87.2219
"1598","341-517","HD","6418",12,36.3208,-87.2219
"1599","205-563","HD","6522",140,41.0006,-75.0314
"1600","205-564","HD","6522",400,41.0006,-75.0314
"1601","205-561","HD","6522",140,41.0006,-75.0314
"1602","205-562","HD","6522",140,41.0006,-75.0314
"1603","401-513","HD","6560",5,38.1944,-81.3706
"1604","401-514","HD","6560",5,38.1944,-81.3706
"1605","401-515","HD","6560",4.8,38.1944,-81.3706
"1606","401-518","HD","6561",4.8,38.2526,-81.5695
"1607","401-516","HD","6561",5,38.2526,-81.5695
"1608","401-517","HD","6561",5,38.2526,-81.5695
"1609","401-533","HD","6562",5,38.5274,-81.91392
"1610","401-532","HD","6562",5,38.5274,-81.91392
"1611","401-531","HD","6562",5,38.5274,-81.91392
"1612","297-502","HD","6636",13,39.720278,-79.856111
"1613","297-501","HD","6636",13,39.720278,-79.856111
"1614","297-500","HD","6636",13,39.720278,-79.856111
"1615","297-503","HD","6636",13,39.720278,-79.856111
"1616","209-390","CT","6776",32,39.4912,-75.0486
"1617","328-328","CT","7032",92,37.1575,-76.6911
"1618","328-329","CT","7032",92,37.1575,-76.6911
"1619","328-330","CT","7032",92,37.1575,-76.6911
"1620","328-327","CT","7032",28,37.1575,-76.6911
"1621","328-326","CT","7032",17,37.1575,-76.6911
"1622","328-331","CT","7032",92,37.1575,-76.6911
"1623","211-896","HD","7128",21,40.432915,-78.002887
"1624","207-371","CT","7138",44,39.8154,-74.2098
"1625","207-372","CT","7138",42,39.8154,-74.2098
"1626","250-725","CC","7153",126,39.7436,-75.5072
"1627","250-118","CC","7153",187,39.7436,-75.5072
"1628","250-723","CC","7153",126,39.7436,-75.5072
"1629","250-721","CC","7153",126,39.7436,-75.5072
"1630","250-818","CC","7153",565,39.7436,-75.5072
"1631","250-722","CC","7153",126,39.7436,-75.5072
"1632","250-814","CC","7153",545,39.7436,-75.5072
"1633","250-726","CC","7153",126,39.7436,-75.5072
"1634","250-724","CC","7153",126,39.7436,-75.5072
"1635","250-116","CC","7153",187,39.7436,-75.5072
"1636","430-303","CT","7158",94,39.4492,-84.4611
"1637","430-304","CT","7158",94,39.4492,-84.4611
"1638","430-306","CT","7158",94,39.4492,-84.4611
"1639","430-302","CT","7158",94,39.4492,-84.4611
"1640","430-301","CT","7158",94,39.4492,-84.4611
"1641","430-305","CT","7158",94,39.4492,-84.4611
"1642","328-335","CT","7212",92,37.498223,-77.368544
"1643","328-333","CT","7212",92,37.498223,-77.368544
"1644","328-332","CT","7212",92,37.498223,-77.368544
"1645","328-334","CT","7212",92,37.498223,-77.368544
"1646","328-125","ST","7213",441,36.869,-78.704
"1647","328-124","ST","7213",441,36.869,-78.704
"1648","529-308","CT","7277",77,35.4317,-81.0347
"1649","529-307","CT","7277",77,35.4317,-81.0347
"1650","529-314","CT","7277",77,35.4317,-81.0347
"1651","529-313","CT","7277",77,35.4317,-81.0347
"1652","529-309","CT","7277",77,35.4317,-81.0347
"1653","529-310","CT","7277",77,35.4317,-81.0347
"1654","529-311","CT","7277",77,35.4317,-81.0347
"1655","529-312","CT","7277",77,35.4317,-81.0347
"1656","441-104","ST","7286",51,39.3664,-81.5211
"1657","441-101","ST","7286",51,39.3664,-81.5211
"1658","441-103","ST","7286",50.7,39.3664,-81.5211
"1659","441-102","ST","7286",50.7,39.3664,-81.5211
"1660","250-380","CT","7288",96,39.451,-75.0578
"1661","203-301","CT","7318",45,39.145036,-75.548172
"1662","442-305","CT","7335",38,39.839572,-84.965682
"1663","442-304","CT","7335",38,39.839572,-84.965682
"1664","442-302","CT","7336",38,40.0529,-85.7389
"1665","442-303","CT","7336",84,40.0529,-85.7389
"1666","442-301","CT","7336",38,40.0529,-85.7389
"1667","328-650","ST","7537",77,39.2633,-79.3308
"1668","441-501","HD","7594",22.5,39.1192,-81.7375
"1669","441-502","HD","7594",22.5,39.1192,-81.7375
"1670","213-361","CT","7690",3,40.153128,-74.769146
"1671","213-362","CT","7690",3,40.153128,-74.769146
"1672","213-137","ST","7701",30,40.1405,-74.7506
"1673","213-136","ST","7701",30,40.1405,-74.7506
"1674","556-342","CT","7760",45,40.106125,-87.653818
"1675","556-341","CT","7760",45,40.106125,-87.653818
"1676","556-344","CT","7760",45,40.106125,-87.653818
"1677","556-343","CT","7760",45,40.106125,-87.653818
"1678","430-322","CT","7763",43,39.9528,-85.5039
"1679","430-321","CT","7763",43,39.9528,-85.5039
"1680","430-323","CT","7763",43,39.9528,-85.5039
"1681","530-408","DS","7770",2,41.9084,-89.0466
"1682","530-301","CT","7770",3,41.9084,-89.0466
"1683","530-407","DS","7770",2,41.9084,-89.0466
"1684","440-372","CT","7791",59,41.5855,-84.5794
"1685","440-370","CT","7791",59,41.5855,-84.5794
"1686","440-373","CT","7791",59,41.5855,-84.5794
"1687","440-371","CT","7791",59,41.5855,-84.5794
"1688","348-101","CC","7826",182,35.7314,-80.6019
"1689","348-704","CC","7826",160,35.7314,-80.6019
"1690","348-705","CC","7826",160,35.7314,-80.6019
"1691","304-322","CT","7826",178,35.7314,-80.6019
"1692","304-321","CT","7826",199,35.7314,-80.6019
"1693","304-831","CC","7826",594,35.7314,-80.6019
"1694","248-301","CT","7835",164,39.71901,-76.15976
"1695","247-304","CT","7835",166.4,39.71901,-76.15976
"1696","247-303","CT","7835",163.6,39.71901,-76.15976
"1697","248-302","CT","7835",163,39.71901,-76.15976
"1698","311-307","CT","7836",159.3,38.5283,-77.7681
"1699","311-308","CT","7836",161,38.5283,-77.7681
"1700","311-306","CT","7836",161,38.5283,-77.7681
"1701","311-305","CT","7837",158,38.1181,-78.2139
"1702","311-302","CT","7837",77,38.1181,-78.2139
"1703","311-303","CT","7837",77.3,38.1181,-78.2139
"1704","311-304","CT","7837",77.2,38.1181,-78.2139
"1705","311-301","CT","7837",76.5,38.1181,-78.2139
"1706","328-338","CT","7838",178,38.5442,-77.7714
"1707","328-337","CT","7838",178,38.5442,-77.7714
"1708","328-336","CT","7838",178,38.5442,-77.7714
"1709","328-339","CT","7838",178,38.5442,-77.7714
"1710","328-341","CT","7839",178,38.0722,-77.5133
"1711","328-340","CT","7839",178,38.0722,-77.5133
"1712","328-345","CT","7839",159.8,38.0722,-77.5133
"1713","328-346","CT","7839",160,38.0722,-77.5133
"1714","328-347","CT","7839",160.6,38.0722,-77.5133
"1715","499-301","CT","7872",175.1,40.9297,-84.7392
"1716","499-303","CT","7872",175.1,40.9297,-84.7392
"1717","499-302","CT","7872",170,40.9297,-84.7392
"1718","345-405","DS","7940",16,37.3381,-77.9644
"1719","245-302","CT","7962",51,39.279179,-75.623928
"1720","245-301","CT","7962",50,39.279179,-75.623928
"1721","426-324","CT","7972",90,42.167,-83.5318
"1722","426-323","CT","7972",90,42.167,-83.5318
"1723","426-322","CT","7972",90,42.167,-83.5318
"1724","426-321","CT","7972",90,42.167,-83.5318
"1725","250-360","CT","8008",79,39.8119,-75.249031
"1726","232-231","NU","8011",810,40.1515,-76.7232
"1727","213-320","CT","8012",65,40.08,-74.8917
"1728","213-322","CT","8012",60,40.08,-74.8917
"1729","213-325","CT","8012",60,40.08,-74.8917
"1730","213-321","CT","8012",65,40.08,-74.8917
"1731","213-323","CT","8012",65,40.08,-74.8917
"1732","213-324","CT","8012",65,40.08,-74.8917
"1733","213-326","CT","8012",65,40.08,-74.8917
"1734","213-327","CT","8012",59,40.08,-74.8917
"1735","504-305","CT","8023",43,43.4864,-89.4203
"1736","504-306","CT","8023",43,43.4864,-89.4203
"1737","2B2-111","ST","8102",1330.1,38.9347,-82.1158
"1738","2B2-112","ST","8102",1350,38.9347,-82.1158
"1739","297-571","HD","8225",234,41.8389,-79.0056
"1740","297-573","HD","8225",30,41.8389,-79.0056
"1741","297-572","HD","8225",218,41.8389,-79.0056
"1742","431-116","ST","8226",588,40.5383,-79.7906
"1743","236-333","CT","8227",26,40.6815,-74.9207
"1744","236-338","CT","8227",26,40.6815,-74.9207
"1745","236-336","CT","8227",26,40.6815,-74.9207
"1746","236-334","CT","8227",26,40.6815,-74.9207
"1747","236-337","CT","8227",26,40.6815,-74.9207
"1748","236-335","CT","8227",26,40.6815,-74.9207
"1749","236-332","CT","8227",26,40.6815,-74.9207
"1750","236-331","CT","8227",26,40.6815,-74.9207
"1751","503-103","ST","856",364,40.5958,-89.6631
"1752","503-101","ST","856",117,40.5958,-89.6631
"1753","503-102","ST","856",273,40.5958,-89.6631
"1754","503-301","CT","860",15,40.625278,-89.631111
"1755","503-302","CT","860",15,40.625278,-89.631111
"1756","504-100","ST","861",340,39.0586,-89.4031
"1757","504-110","ST","861",584.1,39.0586,-89.4031
"1758","504-810","CC","862",250,37.6577,-89.511161
"1759","504-800","CC","862",266,37.6577,-89.511161
"1760","504-115","ST","863",78,39.1339,-87.6597
"1761","504-116","ST","863",78,39.1339,-87.6597
"1762","504-120","ST","864",406,39.8225,-90.5681
"1763","504-119","ST","864",124,39.8225,-90.5681
"1764","504-130","ST","864",372,39.8225,-90.5681
"1765","504-118","ST","864",124,39.8225,-90.5681
"1766","510-315","CT","865",32,42.057222,-87.869444
"1767","510-314","CT","865",30,42.057222,-87.869444
"1768","510-310","CT","866",47,41.713611,-87.542778
"1769","510-309","CT","866",63,41.713611,-87.542778
"1770","510-311","CT","866",63,41.713611,-87.542778
"1771","510-106","ST","867",216,41.82848,-87.72291
"1772","510-107","ST","867",326,41.82848,-87.72291
"1773","510-300","CT","867",58,41.82848,-87.72291
"1774","510-302","CT","867",56,41.82848,-87.72291
