timepoint,zone,gross_load,wind_cf,solar_cf
21,WEST,51459.5445,0.44142268700000004,0.0
22,WEST,50229.19460000001,0.438296605,0.0
23,WEST,48438.8164,0.439993112,0.0
24,WEST,45890.91130000001,0.450845744,0.0
1,DC_BGE_PEP,8571.407909999998,0.40807923,0.0
2,DC_BGE_PEP,8164.24095,0.40807923,0.0
3,DC_BGE_PEP,7926.13239,0.376714956,0.0
4,DC_BGE_PEP,7827.09768,0.351332597,0.0
5,DC_BGE_PEP,7786.268579999999,0.343146444,0.0
6,DC_BGE_PEP,7905.8901,0.33580059,0.0
7,DC_BGE_PEP,8303.51403,0.33884225799999995,0.0
8,DC_BGE_PEP,9026.154299999998,0.33884225799999995,0.0
9,DC_BGE_PEP,9504.723899999999,0.31752559,0.016063443
10,DC_BGE_PEP,9553.8006,0.263799442,0.041305583
11,DC_BGE_PEP,9545.3442,0.227143657,0.053798963
12,DC_BGE_PEP,9515.999099999999,0.22826006399999998,0.08959459800000001
13,DC_BGE_PEP,9405.6396,0.256816196,0.083480231
14,DC_BGE_PEP,9292.8441,0.256816196,0.09834035
15,DC_BGE_PEP,9181.866899999999,0.287926674,0.083125667
16,DC_BGE_PEP,9044.015399999998,0.310834004,0.083354579
17,DC_BGE_PEP,9013.2174,0.364514523,0.025801694
18,DC_BGE_PEP,9130.980599999999,0.418525486,0.0
19,DC_BGE_PEP,9515.346599999999,0.438847369,0.0
20,DC_BGE_PEP,9521.3061,0.438847369,0.0
21,DC_BGE_PEP,9307.6515,0.44142268700000004,0.0
22,DC_BGE_PEP,9085.1142,0.438296605,0.0
23,DC_BGE_PEP,8761.282799999999,0.439993112,0.0
24,DC_BGE_PEP,8300.435099999999,0.450845744,0.0
1,VA_DOM,16256.11845,0.40807923,0.0
2,VA_DOM,15483.905250000002,0.40807923,0.0
3,VA_DOM,15032.32005,0.376714956,0.0
4,VA_DOM,14844.4956,0.351332597,0.0
5,VA_DOM,14767.0611,0.343146444,0.0
6,VA_DOM,14993.929500000002,0.33580059,0.0
7,VA_DOM,15748.043850000002,0.33884225799999995,0.0
8,VA_DOM,17118.5685,0.33884225799999995,0.0
9,VA_DOM,18026.2005,0.31752559,0.016063443
10,VA_DOM,18119.277000000002,0.263799442,0.041305583
11,VA_DOM,18103.239,0.227143657,0.053798963
12,VA_DOM,18047.5845,0.22826006399999998,0.08959459800000001
13,VA_DOM,17838.282000000003,0.256816196,0.083480231
14,VA_DOM,17624.359500000002,0.256816196,0.09834035
15,VA_DOM,17413.8855,0.287926674,0.083125667
16,VA_DOM,17152.443,0.310834004,0.083354579
17,VA_DOM,17094.033,0.364514523,0.025801694
18,VA_DOM,17317.377,0.418525486,0.0
19,VA_DOM,18046.347,0.438847369,0.0
20,VA_DOM,18057.6495,0.438847369,0.0
21,VA_DOM,17652.4425,0.44142268700000004,0.0
22,VA_DOM,17230.389000000003,0.438296605,0.0
23,VA_DOM,16616.226,0.439993112,0.0
24,VA_DOM,15742.204500000002,0.450845744,0.0
1,PA_METED_PPL,8571.407909999998,0.40807923,0.0
2,PA_METED_PPL,8164.24095,0.40807923,0.0
3,PA_METED_PPL,7926.13239,0.376714956,0.0
4,PA_METED_PPL,7827.09768,0.351332597,0.0
5,PA_METED_PPL,7786.268579999999,0.343146444,0.0
6,PA_METED_PPL,7905.8901,0.33580059,0.0
7,PA_METED_PPL,8303.51403,0.33884225799999995,0.0
8,PA_METED_PPL,9026.154299999998,0.33884225799999995,0.0
9,PA_METED_PPL,9504.723899999999,0.31752559,0.016063443
10,PA_METED_PPL,9553.8006,0.263799442,0.041305583
11,PA_METED_PPL,9545.3442,0.227143657,0.053798963
12,PA_METED_PPL,9515.999099999999,0.22826006399999998,0.08959459800000001
13,PA_METED_PPL,9405.6396,0.256816196,0.083480231
14,PA_METED_PPL,9292.8441,0.256816196,0.09834035
15,PA_METED_PPL,9181.866899999999,0.287926674,0.083125667
16,PA_METED_PPL,9044.015399999998,0.310834004,0.083354579
17,PA_METED_PPL,9013.2174,0.364514523,0.025801694
18,PA_METED_PPL,9130.980599999999,0.418525486,0.0
19,PA_METED_PPL,9515.346599999999,0.438847369,0.0
20,PA_METED_PPL,9521.3061,0.438847369,0.0
21,PA_METED_PPL,9307.6515,0.44142268700000004,0.0
22,PA_METED_PPL,9085.1142,0.438296605,0.0
23,PA_METED_PPL,8761.282799999999,0.439993112,0.0
24,PA_METED_PPL,8300.435099999999,0.450845744,0.0
