Gen_Index,commitinit,upinit,downinit
West Lorain 4,0,0,172
West Lorain B (Beaver),0,0,172
West Lorain 5,0,0,172
West Lorain 3,1,3,0
West Lorain 6,1,3,0
Muskigum Rv 1,0,0,172
Muskigum Rv 2,0,0,172
Muskigum Rv 4,0,0,172
Muskigum Rv 5,1,72,0
Muskigum Rv 3,1,5,0
Kyger Creek 5,1,17,0
Kyger Creek 1,1,72,0
Kyger Creek 3,1,72,0
Kyger Creek 2,1,72,0
Kyger Creek 4,1,72,0
Bay Shore 1,0,0,48
Bay Shore CT,0,0,172
Richland 6,0,0,172
Richland 2,0,0,172
Richland 5,0,0,172
Richland 4,0,0,172
Richland 3,0,0,172
Richland 1,0,0,172
Stryker 1,0,0,172
Brunot Island 1A,0,0,172
Brunot Island 1B,0,0,172
Brunot Island 1C,0,0,172
Brunot Island 2B,0,0,172
Brunot Island 4,0,0,172
Brunot Island 2A,0,0,172
Brunot Island 3,0,0,172
Elrama 4,0,0,172
Elrama 1,0,0,172
Elrama 3,0,0,172
Elrama 2,0,0,172
Hamilton 1,1,6,0
Hunterstown 3,0,0,172
Hunterstown 2,0,0,172
Hunterstown 1,0,0,172
Mountain 2,0,0,172
Mountain 1,0,0,172
Orrtanna 1,0,0,172
Portland 4,0,0,172
Portland 1,0,0,172
Portland 2,0,0,172
Portland 3,0,0,172
Portland 5,0,0,172
Shawnee 1,0,0,172
Titus 5,0,0,172
Titus 4,0,0,172
Tolna 2,1,6,0
Tolna 1,1,6,0
York Haven Hydro,1,31,0
Conemaugh Diesel B,0,0,172
Conemaugh Diesel D,0,0,172
Conemaugh Diesel A,0,0,172
Conemaugh 2,1,72,0
Conemaugh Diesel C,0,0,172
Conemaugh 1,1,72,0
Blossburg CT,1,4,0
Homer City 3,1,72,0
Homer City 2,1,72,0
Homer City 1,1,72,0
Piney 2,1,72,0
Piney 1,1,72,0
Piney 3,1,72,0
Seward 1,1,72,0
Shawville 3,1,17,0
Shawville 7,0,0,172
Shawville 5,0,0,172
Shawville 1,1,71,0
Shawville 6,0,0,172
Shawville 4,1,72,0
Shawville 2,1,72,0
Warren CT,1,1,0
Keystone 2,1,72,0
Keystone Diesel 6,0,0,172
Keystone 1,1,72,0
Keystone Diesel 5,0,0,172
Keystone Diesel 3,0,0,172
Keystone Diesel 4,0,0,172
New Castle 5,1,72,0
New Castle 4,0,0,172
New Castle 3,1,72,0
New Castle EMD B,0,0,172
New Castle EMD A,0,0,172
Allentown 4,0,0,172
Allentown 2,0,0,172
Allentown 1,0,0,172
Allentown 3,0,0,172
Brunner Island Diesel 1,0,0,172
Brunner Island Diesel 3,0,0,172
Brunner Island 2,1,72,0
Brunner Island 3,1,72,0
Brunner Island Diesel 2,0,0,172
Brunner Island 1,1,72,0
Fishbach 2,0,0,172
Fishbach 1,0,0,172
Harrisburg 1,0,0,172
Harrisburg 4,0,0,24
Harrisburg 3,0,0,172
Harrisburg 2,0,0,172
Harwood 1,0,0,172
Harwood 2,0,0,172
Holtwood 01,0,0,15
Holtwood 03,1,72,0
Holtwood 13,1,72,0
Holtwood 02,1,72,0
Holtwood 05,1,72,0
Holtwood 11,1,72,0
Holtwood 04,1,72,0
Holtwood 08,1,72,0
Holtwood 09,1,72,0
Holtwood 06,1,72,0
Holtwood 10,1,72,0
Holtwood 07,1,72,0
Jenkins(Georgetown) 2,0,0,172
Jenkins(Georgetown) 1,0,0,172
Lockhaven 1,0,0,172
Martins Creek CTG 3,0,0,172
Martins Creek CTG 4,0,0,172
Martins Creek 4,1,6,0
Martins Creek CTG 2,0,0,172
Martins Creek CTG 1,0,0,172
Martins Creek 3,1,11,0
Montour 2,1,72,0
Montour 1,1,72,0
Montour ATG,0,0,172
Sunbury CTG 2,0,0,172
Sunbury Diesel 1,0,0,172
Sunbury Diesel 2,0,0,172
Sunbury 1,0,0,172
Sunbury CTG 1,0,0,172
Sunbury 2,0,0,172
Sunbury 4,0,0,172
Sunbury 3,0,0,172
Wallenpaupack 2,1,72,0
Wallenpaupack 1,1,72,0
West Shore 1,0,0,172
West Shore 2,0,0,172
Williamsport 1,0,0,172
Williamsport 2,0,0,172
Chester 9,0,0,172
Chester 8,0,0,172
Chester 7,0,0,172
Delaware 12,0,0,172
Delaware 11,0,0,172
Delaware 09,0,0,172
Delaware 10,0,0,172
Eddystone 10,0,0,172
Eddystone 30,0,0,172
Eddystone 20,0,0,172
Eddystone 04,0,0,172
Eddystone 40,0,0,172
Eddystone 03,0,0,172
Falls 2,0,0,172
Falls 1,0,0,172
Falls 3,0,0,172
Moser 2,0,0,172
Moser 3,0,0,172
Moser 1,0,0,172
Muddy Run 2,0,0,172
Muddy Run 3,0,0,2
Muddy Run 1,0,0,2
Muddy Run 4,0,0,172
Muddy Run 5,0,0,2
Muddy Run 7,1,8,0
Muddy Run 8,0,0,24
Muddy Run 6,0,0,48
Peach Bottom 3,1,72,0
Peach Bottom 2,1,72,0
Richmond 91,0,0,172
Richmond 92,0,0,172
Schuylkill 10,0,0,172
Schuylkill 11,0,0,172
Southwark 6,0,0,172
Southwark 3,0,0,172
Southwark 4,0,0,172
Southwark 5,0,0,172
Safe Harbor 08,1,72,0
Safe Harbor 05,1,72,0
Safe Harbor 10,1,72,0
Safe Harbor 09,1,72,0
Safe Harbor 07,1,72,0
Safe Harbor 01,1,72,0
Safe Harbor 11,0,0,172
Safe Harbor 06,1,72,0
Safe Harbor 12,0,0,172
Safe Harbor 04,1,72,0
Safe Harbor 02,1,72,0
Safe Harbor 03,1,72,0
Hunlock 3,0,0,172
Hunlock 5,1,7,0
Hunlock 6,1,7,0
Cordell Hull 3,1,72,0
Cordell Hull 1,1,72,0
Cordell Hull 2,1,72,0
Dale Hollow 3,1,72,0
Dale Hollow 2,1,72,0
Dale Hollow 1,1,72,0
Old Hickory 1,1,72,0
Old Hickory 2,1,72,0
Old Hickory 3,1,72,0
Old Hickory 4,0,0,172
J Percy Priest,1,72,0
Buck 1,0,0,172
Buck 3,1,72,0
Buck 2,1,72,0
Byllesby 1,0,0,172
Byllesby 3,0,0,172
Byllesby 2,0,0,172
Byllesby 4,0,0,172
Claytor 2,0,0,172
Claytor 3,1,9,0
Claytor 4,1,9,0
Claytor 1,1,72,0
Clinch River 2,1,72,0
Clinch River 1,0,0,172
Clinch River 3,1,72,0
Glen Lyn 5,0,0,172
Glen Lyn 6,1,10,0
Leesville 2,1,72,0
Leesville 1,0,0,172
Niagara 1,0,0,9
Niagara 2,0,0,172
Reusens 5,0,0,172
Reusens 2,0,0,172
Reusens 3,0,0,172
Reusens 4,0,0,172
Reusens 1,0,0,172
Smith Mtn 3,0,0,2
Smith Mtn 5,0,0,24
Smith Mtn 1,0,0,3
Smith Mtn 4,0,0,172
Smith Mtn 2,0,0,2
Bayview 16,0,0,172
Tasley 10,0,0,172
Bremo 3,0,0,172
Bremo 4,0,0,172
Chesterfield 6,1,72,0
Chesterfield 4,1,72,0
Chesterfield 3,1,3,0
Chesterfield 5,0,0,48
Chesterfield 7,1,16,0
Chesterfield 8,1,16,0
Cushaw 1,1,72,0
Low Moor GT 1,0,0,172
Low Moor GT 2,0,0,172
Low Moor GT 4,0,0,172
Low Moor GT 3,0,0,172
Northern Neck GT 2,0,0,172
Northern Neck GT 3,0,0,172
Northern Neck GT 1,0,0,172
Northern Neck GT 4,0,0,172
Chesapeake GT4,0,0,172
Chesapeake GT1,0,0,172
Chesapeake 1,1,72,0
Chesapeake 2,1,24,0
Chesapeake GT6,0,0,172
Chesapeake 4,1,2,0
Chesapeake 3,1,72,0
Chesapeake GT2,0,0,172
Possum Point GT 2,0,0,172
Possum Point GT 4,0,0,172
Possum Point GT 1,0,0,172
Possum Point 5,1,9,0
Possum Point GT 3,0,0,172
Possum Point 4,0,0,172
Possum Point 3,0,0,172
Possum Point GT 6,0,0,172
Possum Point GT 5,0,0,172
Possum Point 6,1,72,0
Surry 2,1,72,0
Surry 1,1,72,0
Yorktown 1,1,72,0
Yorktown 2,1,72,0
Yorktown 3,1,17,0
Kerr Dam 2,1,72,0
Kerr Dam 5,1,72,0
Kerr Dam 4,1,72,0
Kerr Dam 3,1,72,0
Kerr Dam 6,1,72,0
Kerr Dam 7,1,72,0
Kerr Dam 1,1,72,0
Philpott 1,1,72,0
Philpott 3,1,72,0
Philpott 2,1,72,0
Joliet 7,1,72,0
Joliet 8,0,0,24
Amos 1,1,72,0
Amos 3,0,0,172
Amos 2,0,0,24
Kanawha Rv 2,1,72,0
Kanawha Rv 1,1,72,0
Sporn 4,1,17,0
Sporn 2,0,0,172
Sporn 1,0,0,172
Sporn 3,1,72,0
WVU/MEA,1,72,0
Fort Martin 2,1,48,0
Fort Martin 1,1,72,0
Harrison 2,1,72,0
Harrison 3,1,72,0
Harrison 1,1,72,0
Kammer Block 200,1,72,0
Kammer 1,0,0,24
Kammer 3,0,0,172
Kammer 2,0,0,172
Mitchell (AEP) 1,1,35,0
Mitchell (AEP) 2,1,72,0
Mount Storm 3,1,72,0
Mount Storm 2,1,72,0
Mount Storm GT 1,0,0,172
Mount Storm 1,0,0,172
Easton 21,0,0,172
Easton201,0,0,172
Easton 24,0,0,172
Easton202,0,0,172
Easton 23,0,0,172
Easton 204,0,0,172
Easton 22,0,0,172
Easton 203,0,0,172
Greenup 1,1,72,0
Greenup 2,0,0,172
Greenup 3,0,0,172
Glen Ferris 6 (Hawks Nest),0,0,172
Glen Ferris 2 (Hawks Nest),0,0,172
Glen Ferris 5 (Hawks Nest),0,0,172
Glen Ferris 1 (Hawks Nest),1,10,0
Glen Ferris 4 (Hawks Nest),0,0,172
Glen Ferris 3 (Hawks Nest),1,72,0
Glen Ferris 7 (Hawks Nest),1,72,0
Glen Ferris 8 (Hawks Nest),1,72,0
Hannibal Dam,1,15,0
NEPCO NUG,1,16,0
MH50 (Sunoil),0,0,172
York County RR NUG,0,0,172
Archbald,1,72,0
PEI 5,1,5,0
Archbald 2,0,0,172
PEI 6,0,0,24
Paxton Creek NUG,0,0,172
Newark Bay COGEN,0,0,172
Glatfelter NUG,1,72,0
Kimberly Clark,1,72,0
Bayonne COGEN NUG,0,0,172
Rosemary 1,0,0,172
Eagle Point COGEN NUG,0,0,172
Pottstown 1,0,0,172
Westwood 1,1,15,0
Mobil NUG (BtM),0,0,172
MCRRF1,1,16,0
Covanta Fairfax 1 (Ogden Martin),1,16,0
Panther Creek NUG,1,72,0
Parlin ST1,0,0,172
Parlin CT1,0,0,172
Parlin CT2,0,0,172
Parlin ST2,0,0,172
Cumberland CT 2,1,6,0
Cumberland CT 1,0,0,172
Marcal NUG,0,0,172
Lancaster County RR NUG,0,0,172
Wheelabrator-Frackville NUG,1,16,0
Gloucester NUG,0,0,172
Northampton,1,72,0
ALD 6,1,72,0
PE Hydro,1,72,0
ALD 5,1,72,0
Union County Resource Recovery,0,0,172
Bellmeade,0,0,172
Scrubgrass NUG,1,72,0
Mecklenburg 1 (Buggs Is),1,72,0
Mecklenburg 2 (Buggs Is),1,72,0
Doswell CC2 (4Rivers5),1,16,0
Doswell CC1 (4Rivers5),1,16,0
Doswell CT (4Rivers1),0,0,172
Yough Dam NUG,1,72,0
I95 LF Phase I,1,14,0
Great Falls Hydro NUG,0,0,16
Elizabeth River 2,0,0,172
Elizabeth River 1,0,0,172
Elizabeth River 3,0,0,172
Pittsylvania (Hurt),1,16,0
North Wales D 1,0,0,172
Conemaugh Hydro NUG,1,72,0
Gude LF,1,15,0
Smith CT 3,1,15,0
Smith CT 10,1,15,0
Smith CT 5,1,15,0
Smith CT 6,1,15,0
Smith CT 1,0,0,172
Smith CT 4,1,15,0
Smith CT 7,1,15,0
Smith CT 9,1,15,0
Smith CT 2,1,15,0
Rensselaer Cogen,0,0,172
Roanoke Valley 1,1,72,0
Spruance 3 (Richmond),1,17,0
Spruance 1 (Richmond),1,17,0
Spruance 2 (Richmond),1,17,0
Spruance 4 (Richmond),1,17,0
Birchwood 1,1,72,0
Covanta Plymouth (Montenay),0,0,172
Schuylkill Energy NUG,1,72,0
Willamette (PennTech)(Domtar),1,72,0
Lakewood NUG,0,0,172
Cat Tractor NUG,0,0,172
I95 LF Phase II,1,14,0
Wheelabrator Falls NUG,0,0,172
Roanoke Valley 2,1,72,0
Dinwiddie Diesel,0,0,172
Weakley Diesel,0,0,172
Grays Ferry Cogen,0,0,172
Panda,1,11,0
Gordonsville 1 (So.Anna),0,0,172
Gordonsville 2 (So.Anna),1,2,0
Santeetlah 2,1,72,0
Santeetlah 1,1,72,0
Cheoah 5,0,0,172
Cheoah 4,1,72,0
Cheoah 3,1,72,0
Cheoah 1,1,72,0
Cheoah 2,1,72,0
Calderwood 2,1,72,0
Calderwood 1,1,72,0
Calderwood 3,1,72,0
Chilhowee 1,1,72,0
Chilhowee 2,1,72,0
Chilhowee 3,1,72,0
Keystone NUG,0,0,172
Manchester,0,0,172
Ocean County LF,0,0,172
Lakeview,1,14,0
Rocky Road CT 33,0,0,172
Rocky Road CT 31,0,0,172
Rocky Road CT 34,0,0,172
Rocky Road CT 32,0,0,172
Madison 1,1,15,0
Kendall 2,1,16,0
Kendall 4,1,3,0
Kendall 3,1,3,0
Kendall 1,1,2,0
Bluegrass CT 2,0,0,172
Bluegrass CT 3,0,0,172
Bluegrass CT 1,0,0,172
Cordova ST 1,0,0,172
Cordova CT 2,0,0,172
Cordova CT 1,0,0,172
Ontelaunee ST 1,1,72,0
Ontelaunee CT 2,1,72,0
Ontelaunee CT 1,1,72,0
Springdale 1 (AE1),0,0,172
Springdale 2 (AE2),1,13,0
Foothills 5 (Zelda 5),1,6,0
Foothills 4 (Zelda 4),1,6,0
Elwood 4,0,0,172
Elwood 5,0,0,172
Elwood 8,0,0,172
Elwood 7,0,0,172
Elwood 1,0,0,172
Elwood 2,0,0,172
Elwood 3,0,0,172
Elwood 9,0,0,172
Elwood 6,0,0,172
Morris CT1 (Equistar),1,72,0
Morris CT2 (Equistar),1,72,0
Morris ST1 (Equistar),1,13,0
Morris CT3 (Equistar),1,7,0
Greenville 1,1,6,0
Greenville 2,0,0,172
Greenville 3,0,0,172
Greenville 4,1,6,0
Liberty CT2,0,0,172
Liberty CT1,0,0,172
Liberty CC3,0,0,172
Handsome Lake 2,0,0,172
Handsome Lake 1,0,0,172
Handsome Lake 3,0,0,172
Handsome Lake 5,0,0,172
Handsome Lake 4,0,0,172
Lee County 8,0,0,172
Lee County 7,0,0,172
Lee County 5,0,0,172
Lee County 1,0,0,172
Lee County 6,0,0,172
Lee County 2,0,0,172
Lee County 3,0,0,172
Lee County 4,0,0,172
Rockford 1/11,0,0,172
Rockford 1/12,0,0,172
Red Oak Plant,0,0,172
Darby 1,0,0,172
Darby 5,0,0,172
Darby 3,0,0,172
Darby 6,0,0,172
Darby 2,0,0,172
Darby 4,0,0,172
Tait GT 7,0,0,172
Tait GT 4,0,0,172
Tait GT 6,0,0,172
Tait GT 5,0,0,172
University Park 3 CT (South),0,0,172
University Park 1 CT (South),0,0,172
University Park 2 CT (South),0,0,172
University Park 5 CT (South),0,0,172
University Park 4 CT (South),0,0,172
University Park 6 CT (South),0,0,172
Crete CT 4,0,0,172
Crete CT 2,0,0,172
Crete CT 1,0,0,172
Crete CT 3,0,0,172
Ceredo 6,0,0,172
Ceredo 4,0,0,172
Ceredo 3,1,5,0
Ceredo 2,1,5,0
Ceredo 1,1,5,0
Ceredo 5,0,0,172
Aurora  6,0,0,172
Aurora  8,0,0,172
Aurora  3,0,0,172
Aurora  7,0,0,172
Aurora  9,0,0,172
Aurora  4,0,0,172
Aurora  5,0,0,172
Aurora  2,0,0,172
Aurora 10,0,0,172
Aurora  1,0,0,172
Southeast Chicago CT 12,0,0,172
Southeast Chicago CT 10,0,0,172
Southeast Chicago CT 5,0,0,172
Southeast Chicago CT 8,0,0,172
Southeast Chicago CT 11,0,0,172
Southeast Chicago CT 9,0,0,172
Southeast Chicago CT 7,0,0,172
Southeast Chicago CT 6,0,0,172
Wolf Hills 4,1,4,0
Wolf Hills 5,1,4,0
Wolf Hills 3,1,4,0
Wolf Hills 1,0,0,172
Wolf Hills 2,0,0,172
Morgan ST 1,1,72,0
Morgan CT 1,1,72,0
Morgan CT 2,1,72,0
Morgan CT 3,1,72,0
River Energy CT 1 (Calumet),0,0,172
River Energy CT 2 (Calumet),0,0,172
New Covert 2,0,0,172
New Covert 1,0,0,172
